question,answer
1881 жылы ресеймен қытайдың қазақстан арқылы сауда байланысын ашқан келісімніңс атауы ,петербург келісімі 
1882 ж англиядан су кемесін сатып алған верный көпесі ,юлдашев 
 верный көпесі в юлдашев және инженер поклевский колпаковскийдің қолдауымен англиядан су кемесін сатып алды , 1882 ж 
 түркістан генерал губернаторлығы ұйымдастырылды, 1882 ж 
 шығыс түркістаннан жетісуға қоныс аударған ұйғырлар мен дүнгендерді орналастыру ережесі жан басына 10 десятина берді,1883 ж 
4 мамыр кеме іле өзені арқылы қытайдың сүйдін бекінісіне жіберілді,1883 ж 
орскіде тұңғыш қазақ мұғалімдік мектебі ашылды,1883 ж 
семейде 206 кітап қоры бар қоғамдық кітапхана ашылды,1883 ж 
 шығыс түркістаннан жетісуға қоныс аударған ұйғырлар мен дүнгендерді орналастыру ережесі жан басына 10 десятина берді,1883 ж 
кеме іле өзені арқылы қытайдың сүйдін бекінісіне жіберілді,1883 ж 4 мамыр
жаңа ережеге сай шаруалар салықтан 3 жылға босатылды ,1883 ж 
1883 ж қазақстанда бірінші рет қалалық кітапхана ашылған қала ,семей
орскіде тұңғыш қазақ мұғалімдік мектебі ашылды,1883 ж 
семейде 206 кітап қоры бар қоғамдық кітапхана ашылды,1883 ж 
1883 жылдан бастап жетісуда жаңадан қоныс аударушы шаруаларға берілген жеңілдік ,салықтардан үш жылға босатылды
1883 жылы ашылған іле су жолының шыңжаңдағы соңғы нүктесі ,сүйдін
1883 жылы кемемен қытайдың сүйдін бекінісіне апарылған астықтың мөлшері ,15000 пұт
1883 жылы қоғамдық кітапхана ашылған қала ,семей
1883 жылы ор қаласында ашылған оқу орны ,қазақ мұғалімдер мектебі
1883 жылы орск қаласында тұңғыш ашылған оқу орны ,қазақ мұғалімдік мектебі
1883 жылы іле өзені арқылы қытайға барған көпес ,юлдашев
саяси жер аударылғандардың ұсынысымен абай семей облыстық статистикалық комитетіне мүше болып қабылданды,1884 ж 
1884 ж қашғарияда құрылған мемлекет ,жетішар мұсылман мемлекеті
саяси жер аударылғандардың ұсынысымен абай семей облыстық статистикалық комитетіне мүше болып қабылданды,1884 ж 
шымкент ташкент әлиеата уездерін қоныстана бастаған орыс украин шаруалары 37 қоныс құрды,1884 1892 ж 
1884 98 жылдары шымкент ташкент әулиеата уездерінде құрылған орыс қазақ қоныстарының саны ,37
 түркістан өлкесін басқару және онда жер салық өзгерістерін енгізу туралы ереже бекітілді ,1886 ж 2 маусымда 
 1886 ж бастап түркістан өлкесіне енген облыстар , сырдария ферғана самарқан 
1886 ж ереже бойынша уезд орталықтарында пайда болды ,полиция приставтықтары
1886 ж ереже бойынша уездік билеушілердің мүддесін қорғайтын сот , бітістіруші сот 
1886 ж ереже бойынша ферғана облысына енген уезд саны ,5 
1886 ж ереже бойынша ірі алаларда құрылды ,полиция басқармалары
1886 ж ереже сәйкес түркістан генерал губернаторлығының құрамын кірген облыс ,ферғана
1886 ж ережеге сай ең төменгі сот буынын атаңыз ,халықтық сот 
1886 ж ережеге сай мұсылман тұрғындардың ісін жүргізетін төменгі сот буыны ,халық соты 
1886 жж ереже бойынша түркістан өлкесінің басқару орталығы ,ташкент қаласы болды 
1886 жыл 2 маусымда бекітілген ереже , түркістан өлкесін басқару және онда жер салық өзгерістерін енгізу туралы 
1886 жылғы ережеге сай қазалы перовск шымкент алматы және ташкент уездері кірген облыс ,сырдария облысы
1886 жылғы ережеге сай құрылган жергілікті мұсылман тұрғындарының ісін қарайтын төменгі сот буыны , халық соты 
 1886 жылғы ережеге сай уездік және болыстық тұрғындарға қатысты мәселелерді шешетін сот жиыны , соттардың төтенше съезі 
 1886 жылғы түркістан өлкесін басқару туралы жарлыққа қол қойған ресей патшасы , ііі александр
 1886 жылғы ереже бойынша болыс басқармаларьш бекіткен , әскери губернатор 
 1886 жылғы ереже бойынша облыстық уездік билеушілердің мүддесін қорғайтын сот , бітістіруші сот
1886 жылғы ереже бойынша сырдария ферғана самарқан облыстары кірген генерал губернаторлық ,түркістан
1886 жылғы ереже бойынша түркістан өлкесінде құрылған облыстар ,сырдария ферғана самарқан
1886 жылғы ереже бойынша түркістан өлкесінің басқару орталығы ,ташкент
1886 жылғы ереже бойынша уезд орталықтарында пайда болды ,полиция приставтары
1886 жылғы ереже бойынша фергана облысына енген уезд саны ,5
1886 жылғы ереже бойынша ірі қалаларда құрылды ,полиция басқармалары
1886 жылғы ережеге сай қазалы перовск шымкент алматы және ташкент уездері кірген облыс ,сырдария облысы
1886 жылғы ережеге сай құрылған жергілікті мұсылман тұрғындарының ісін қарайтын төменгі сот буыны ,халық соты
1886 жылғы ережеге сай уездік және болыстық тұрғындарға қатысты мәселелерді шешетін сот жиыны ,соттардың төтенше съезі
1886 жылғы реформа бойынша түркістан генерал губернаторлығының құрамына кірген облыстар ,сырдария ферғана самарқан
1886 жылдан бастап түркістан өлкесіне енген облыстар ,сырдария ферғана самарқан
 түркістан өлкесін басқару жағдайы туралы ережеге байланысты оның құрамына сырдария фергана самарқанд облыстары кірді ,1886 жылы 2 маусымда
1886 жылы құрылған түркістан генерал губернаторлығының орталығы болған қала ,ташкент
1886 жылы маусымда бекітілген ереже ,түркістан өлкесін басқару және онда жер салық өзгерістерін енгізу туралы
1886 жылы маусымда қабылданған ереженің атауы , түркістан өлкесін басқару ереже 
семейде мемлекеттік банк бөлімшелері ашылды,1887 ж 
ы алтынсарин ырғызда қыздарға арналған мектеп интернат ұйымдастырды,1887 ж 
1888 ж деректер бойынша түркістан өлкесіндегі медреселер саны қанша ,106 медресе 
1888 ж жұмысшылар ереуілі өткен уезд ,өскемен уезді
өскемен уезінде кен өндірісінде қазақ жұмысшылары ереуілге көтеріліп жалақыны көтерді,1888 ж 
1888 ж өскемен уезіндегі кен өндірісіндегі қазақ жұмысшылары ереуілінің нәтижесі ,жұмысшылардың жалақысы артты 
1888 жылы қазақ жұмысшыларының ереуілі өтті ,өскеменде
1888 жылы өскемен уезінде кеніште болған жұмысшылар ереуілінің басты себебі ,кеншілердің ауыр жағдайы 
1888 жылы өскемен уезіндегі кен өндірісіндегі қазақ жұмысшылары ереуілінің нәтижесі ,жұмысшылардың жалақысы артты
 село тұрғындары мен мещандарының қазыналық жерлерге өз еркімен қоныс аударуы және бұрынғы қоныс аударғандар жағдайын қарастыру ережесі шықты,1889 ж 13 шілде
1889 ж бастап партия мүшесі в радус зенькович атқарған қызметі ,қазақ акср халық комиссарлар кеңесінің төрағасы 
1889 жылы дүниеден өткен этнограф педагог ,ы алтынсарин
шыңжанмен сауда байланысын дамыту мақсатында семей сауда округі құрылды,1890 ж 14 маусым 
көкпекті семей павлодарда 13 май қорытатын балауыз 23 былғары 5 тон зауыты жұмыс істеді,1890 ж 
1890 ж семей сауда округын ашудағы ресей өкіметінің мақсаты ,қазақстаннан кеден салығының түсуін бақылау 
1890 жыл шыңжанмен сауданы дамыту үшін ашылған сауда округі ,түркістан округі
1890 жылы шыңжанмен сауданы дамыту үшін ашылған сауда округі ,семей сауда округі
орыс қазақ қыздар училищелері торғайда қостанайда ақтөбеде ашылып барлығы 211 қыз сонының 70 і қазақ қызы оқыған,1890 1896 жж 
питекантроп ява аралы,1890 91 ж 
питекантроп ява аралы,1891 ж 
1891 ж ережеге сай дала генерал губернаторлығына кірген үш облыстың орталығы ,омбы 
1891 ж ережеге сай құрылған жергілікті мұсылман тұрғындарының ісін қарайтын төменгі сот буыны ,халық соттары 
1891 ж ережеге сай түркістан облысында ,сырдария ферғана самарқандоблыстары құрылды 
1891 ж ережеге сай қазақстанда құрылған генерал губернаторлық ,дала генерал губернаторлығы
1891 ж ережеге сай қазалы перовск шымкент алматы және ташкент уездері кірген облыс ,сырдария облысы 
1891 ж ережедегі соттардың төтенше съезі қарайтын мәселелері ,уездік және болыстық тұргындарға қатысты істерді шешеді
 ақмола семей жетісу орал торғай облыстарын басқару ережесі , 1891 ж 25 наурыз
 1891 ж ереже сәйкес дала генерал губернаторлығына енген облыстар , ақмола семей жетісу
1891 ж ережеге сай жергілікті мұсылман тұрғындарының ісін қарайтын төменгі сот буыны ,халық соттары
1891 ж ережеге сай қазақстанда қандай әкімшілік өзгеріс болды ,түркістан облысында сырдария ферғана самарқанд облыстары құрылды
 1891 ж ережеге сай қазақстанда құрылған генерал губернаторлық , дала генерал губернаторлығы
1891 ж ережеге сай қазалы перовск шымкент алматы ташкент уездері кірген облыс ,сырдария обл
1891 ж ережеге сәйкес осы облыстың әскери губернаторы сол облыстағы казакәскерлерінің атаманы болды ,жетісу 
1891 ж өскемен уезінде владимирск алтын кенішіндегі ереуілдің өзгешелігі ,ереуіл басшыларын алғаш жергілікті қазақ халықтан шыққан жұмысшы өкілдері болды
 ақмола семей жетісу орал торғай облыстарын басқару ережесі , 1891 ж 25 наурыз 
 ережеге сай жетісу орал облыстық әскери губернаторы осы өңірлердегі казак әскерінің үкімет тағайындаған атаманы болып есептелді , 1891 ж 
1891 ж ережеге сай мұсылман ісін жүргізетін төменгі сот буыны ,халық соттары 
1891 жыл 25 наурызда қабылданған ережеге сай ақмоласемей жетісу облыстарының орталығы ,омбы
1891 жылғы ережеге сай қазақстанда қандай әкімшілік өзгеріс болды ,түркістан облысында сырдария ферғана самарқанд облыстары құрылды 
1891 жылғы ереже бойынша жетісу облысы енгізілді , дала генерал губернаторлығына
1891 жылғы ереже бойынша құрылған генерал губернаторлық ,дала
 1891 жылғы ереже бойынша құрылған генерал губернаторлық , дала
1891 жылғы ереже бойынша құрылған ,дала генерал губернаторлығы
1891 жылғы ережеге сай дала генерал губернаторлығына кірген үш облыстың орталығы ,омбы
1891 жылғы ережеге сай дала генерал губернаторлығына кірген үш облыстың орталығы болған қала ,омбы
1891 жылғы уақытша ереже бойынша жан басына шаққанда 15 десятина жер берілді ,бұрын қоныстанған шаруаларға
1891 жылғы 25 наурызда қабылданған ережеге сай ақмола семей жетісу облыстарының орталығы ,омбы
1891 жылғы 25 наурыздағы ереже бойынша дала генерал губернаторлығына кірген облыстар ,ақмола семей жетісу
1891 жылғы ереже бойынша жетісу облысы енгізілген генерал губернаторлық , дала
1891 жылғы ереже бойынша жетісу облысы енгізілген генерал губернаторлық ,дала
1891 жылғы ереже бойынша жетісу облысы енгізілді ,дала генерал губернаторлығына
1891 жылғы ережеге сай дала генерал губернаторлығына кірген үш облыстың орталығы ,омбы
1891 жылы ережеге сай қазалы перовск шымкент алматы және ташкент уездері кірген облыс ,сырдария облысы
 1891 жылы ережеге сай қай облыстың әскери губернаторы сол облыстағы қазақ әскерлерінің атаманы болып табылды , жетісу 
 1891 жылы ережеге сай құрылған жергілікті мұсылман тұрғындарының ісін қарайтын төменгі сот буыны , халық соттары
1891 жылы біршама ұйымдасқан түрде өткен алтын кенішіндегі ереуіл ,өскемен уезінің владмирск алтын кеніші
1891 жылы ережеге сәйкес құрылған генерал губернаторлық ,дала 
 1891 жылы өскемен уезінің владимирск алтын кенішіндегі ереуілге басшылық еткендер , ижагалтайұлы у жанғазин у төлегенұлы
1891 жылы түркістан өлкесінде құрылған облыстар саны ,3
1891 жылы шілденің 7 сінде қоқандықтардың бекінісі таушүбекті алған отряд ,карбышев отряды
1891 жылы ява аралынан табылған адам қаңқасы ,питекантроп
1893 ж алтын өндіріс орнындағы әйелдердің үлесі ,178 
қазақстан кең орындарында жұмыс істейтін әйілдер үлесі 178 ал 1873 ж әйелдердің үлесі 12 болған,1893 ж 
1893 жылы уақытша ереже бойынша жан басына шаққанда 15 десятина жер берілетін болды ,бұрын қоныстанған шаруаларға
1893 жылы қазақстан кен орындарында жұмыс істейтін әйелдердің үлесі,178 
сібір темір жолы ұз 3138 салынды 175 шақырымықазақ жерін басып өтті,1893 1895 жж 
1893 1895 жж салынған қазақстан шекарасының біраз жерін басып өткен темір жол ,сібір темір жолы
рязань орал темір жолы салынды 194 шақырым қазақстанда өтеді,1893 1897 жж 
1893 1897 жылдары салынған біраз жері қазақстанның батыс аудандарын басып өткен теміржол ,рязань орал теміржолы
сібір темір жолы іске қосылды,1894 ж 30 тамыз 
1894 ж қазақстанның қытаймен саудасын жаңа сатыға көтерді ,сібір темір жолының қосылуы
омбыда мемлекеттік банк бөлімшелері ашылды,1895 ж 
1896 ж қазақ өлкесіндегі алғашқы маркстік үйірме ушаковтың ұйымдастыруымен ,атбасарда құрылды
1896 ж торғай обл ресейдің оқу орындарында білім алған қазақ студенттерінің саны ,50 ге жуық 
1896 жылы ресейдің әр түрлі оқу орындарында оқыған торғай облысының қазақ студенттерінің саны ,50 ге жуық
1897 ж санақ бойынша өлке халқының сауаты барлары ,81 
1897 ж санақ бойынша дүнгендердің саны ,14136 ұйғыр 5599
1897 ж санақ бойынша қазақтардың саны 4 млн нан 5 млн ға дейін деп көрсетілген ,10 49000 қазақ оқуға тартылған
1897 ж санақ бойынша өлке халқының сауаты барлары ,81 
1897 жылғы қазақстандағы халық санағы бойынша халқының саны көп қалалар ,орал верный 
1897 жылғы халық санағы бойынша ең көп қоныстанған ірі қалалар ,орал верный
1897 жылғы халық санағы бойынша сауатты қазақтардың үлесі ,10 
семей облысының павлодар уезінде воскресенск кен өнеркәсіп қоғамы құрылды ,1898 ж 
торғай облысында 42 былғары тон май қорыту сабын қайнату зауыты 202 диірмен май шайқау зауыты болды,1898 ж 
семей облысының павлодар уезінде воскресенск кен өнеркәсіп қоғамы құрылды ,1898 ж 
торғай облысында 42 былғары тон май қорыту сабын қайнату зауыты 202 диірмен май шайқау зауыты болды,1898 ж 
арасында бастауыш мектеп 730 дан 1988 ге оқушылар 291 мыңнан 101 мыңға көбейді,1898 1914 ж 
1899 жылдан кейін қазақтар мен орыстар арасындағы этностық жанжалдар даладағы өмірдің сипатты белгісіне айналды деп жазған,т рысқұлов 
орынбор ташкент темір жолы ұз 1656 салынды 1906 ж іске қосылды ,1899 1905 жж 
қ сәтбаев,1899 1964 жж 
19 ғ 1 ші жар қаз н туралы құнды еңбек жазған ,левшин 
19 ғасырдың 1шы жартысында куандария өзені бойында қамал тұрғыза бастаған хандық ,хиуа хандығы 
абай орта қазақ ордасы руларының шығу тарихы туралы жазбалар деген еңбегін статистикалық комитет басылымында жариялады,1900 ж 
петербургте байтұрсыновтың қырық мысал кітабы шықты,1900 ж 
абай орта қазақ ордасы руларының шығу тарихы туралы жазбалар деген еңбегін статистикалық комитет басылымында жариялады,1900 ж 
верныйда темекі кәсіпорындары ашылды,19001875 ж 
 маркстік үйірме орынборда ашылды , 1902 ж 
 1902 ж тұңғыш маркстік құпия ұйым құрылды , орынборда 
1902 жылға қарай тау кен өнеркәсібінде жұмыс істеген жұмысшылар саны ,30 мыңға жуық 
1902 жылы тұңғыш маркстік қупия ұйым құрылды ,орынборда 
 1902 1904 ж ж орынбор ташкент шойын жолына жұмысқа тартылғандар саны , 30 мың 
 1902 1904 жылдары орынбор ташкент шойын жолына жұмысқа тартылғандардың саны , 30 мыңға жуық
 1904 ж орыс шаруаларыныңқазақстанға қоныс аудару жөніндегі материалдардайындаған щербиннің экспедициясыныңқұрамында жұмыс істеген қазақ азаматы , ә бөкейханов 
аса ірі ғалым ә марғұланның жылдары,1904 1985 ж 
аса ірі ғалым ә марғұлан ,1904 1985 жж 
 қанды жексенбі оқиғасы 9 қантар петербургте,1905 ж 
алаш қозғалысы басталды,1905 ж 
 қанды жексенбі оқиғасы 9 қантар петербургте,1905 ж 
семейдегі почта телеграф қызметкерлердің ереуілі,1905 ж 16 26 қараша 
патша мнифесінің мемл к тәртіпті дұрыстаутуралы халықты алдау екенін алаш қозғалысы сынады,1905 ж 17 қазан
1905 ж 17 қазандағы патша манифесін қазақтың ұлттык демократиялық зиялы қауым өкілдері қалай қабылдады ,манифестің негізгі ережелерін сынға алды 
 демократиялық республика жасасын самодержавия жойылсын деген ұрандармен демонстрация өтті перовскіде саяси демонстрация қазақ орыс жұмысшыларының бірлесуімен өткізілді, 1905 ж 18 19 қазанда
 жаркент гарнизонында әскери қарсылықтар болды, 1905 ж 21 қараша
 верныйда әскери қарсылықтар болды, 1905 ж 6 7 қараша 
 алаш қозғалысы құрылды, 1905 ж 
1905 ж желтоқсанда 12 күнге созылған 360 жұмысшы қатысқан ең ірі интернационалды бой көрсету ,успен кеншіде болды
1905 ж қазақстанда қарқаралыдағы үкіметке қарсы ереуілді ұйымдастырды ,м дулатов 
 1905 ж қазанда қазақтар мен орыстардың интернационалдық сипат алған саясидемонстрациясы орын алды , перовск 
1905 ж қарқаралыда өткен саяси жиынға белсене қатысқан ,м дулатов
1905 ж мамырда қарқаралыда болған үкіметке қарсылық жиынына қатысқан ,м дулатов 
 1905 ж семей облысы губернаторының қарқаралыдан әскери күш шақыртуына себеп болған оқиға , пошта телеграф қызметкерлерінің ереуілі
1905 ж успен кенішінде ереуілге шыққан қазақ орыс жұмысшыларының қойғанталабы ,әлеуметтік
1905 ж успен кенішінде құрылған ереуілге басшылық еткен алғашқы жұмысшы ұйымының атауы , орыс қырғыз одағы 
1905 ж 17 қазан патша мнифесінің мемл к тәртіпті дұрыстау туралы халықты алдау екенін , алаш қозғалысысынады
верныйда әскери қарсылықтар болды,1905 ж 6 7 қараша 
1905 ж желтоқсанында құрылған , орыс қырғыз одағы 
1905 ж қарашада семей обл губернаторы галкиннің әскери күш шақыруына себеп болған оқиға ,пошта телеграф қызметкерлерінің ереуілі 
1905 жылдан бастап бой көрсеткен алаш қозғалысының қайта жанданған уақыты ,ақпан революциясынан кейін
1905 жылы он екі мұқам басылып шыққан қала ,қазан
1905 жылы 12 күнге созылған 360 жұмысшы қатысқан ереуіл ,успен нілді кенішінің ереуілі
1905 жылы 13 желтоқсанда жұмысшылар ереуілі өткен жер ,павлодар
семей қаласында өткен ереуіл пошта телеграф қызметкерлерінің ереуілі,1905 жылы 16 28 қарашада
1905 жылы 17 қазандағы патша манифесіне қазақтың ұлттық демократиялық зиялы қауым өкілдерінің көзқарасы ,әшкереледі
1905 жылы 18 19 қазанда саяси шеру өткен қала ,орынбор
1905 жылы 21 карашада патша билігінің халыққа қарсы іс әрекетіне қарсылық білдірген солдат гарнизоны орналасты ,жаркентге 
 1905 жылы 21 қарашада патша билігіне қарсылық білдірген әскери гарнизон , жаркент 
 1905 жылы 21 қарашада патша билігіне қарсылық білдірген әскери гарнизон орналасқан жер , жаркент
батыс сібір әкімшілігін қатты сескендірген оқиға омбыда өткен саяси бой көтеру ,1905 жылы 25 қазанда
1905 жылы 6 желтоқсанда жұмысшылар ереуілі өткен жер ,өскемен
1905 жылы басылып шыққан мусса бен айса сайрамидің еңбегі , он екі мұқам 
1905 жылы желтоқсанда интернационалдық сипат алған ереуіл қай жер өтгі ,успен кенішінде 
1905 жылы қазан айының 17 де жарияланған патша манифесі әшкереледі ,алаш қозғалысының өкілдері
1905 жылы қазанда интернационалдық сипат алған саяси демонстрация болды ,перовск қаласында 
1905 жылы қарашада семей облысының губернаторы галкиннің әскери күш шақыруына себеп болды ,почта телеграф қызметкерінің ереуілі 
1905 жылы қарқаралыда өткен халықтың бірлігін қуаттайтын саяси жиынға белсене қатысқан ,м дулатов
1905 жылы м дулатұлы қазақтың зиялылары белсене қатысқан саяси шеру өткен қала ,қарқаралы
 1905 жылы семей облысы губернаторының қарқаралыдан әскери күш шақыртуына себеп болған оқиға , пошта телеграф қызметкерлерінің ереуілі
1905 жылы успен кенішінде құрылған алғашқы жұмысшы ұйымының атауы , орыс қырғыз одағы 
1905 жылы успен кенішінде өткен ереуілге басшылық еткен ұйым , капиталға қарсы орыс қырғыз одағы 
революцияның алғышарты патша үкіметінің аграрлық саясаты,1905 1907 ж 
1905 1907 ж буржуазиялық демократиялық революция қарсаңындағы 300 400 жұмысшы шоғырланған ірі кәсіпорын ,спасск мыс қорыту зауыты
1905 1907 ж ж қазақстандағы революцияның негізгі алғышарттарын көрсетіңіз ,патшаның отарлық аграрлық саясатының күшеюі 
1905 1907 ж ж революциядан кейін алғаш рет қазақстанның ұлттық демократиялық мәдениет өкілдері ,ш құдайбердиев пен а байтұрсыновтың еңбектері басылды 
революцияның алғышарты патша үкіметінің аграрлық саясаты,1905 1907 жж 
1905 1907 жж қазақ орыс еңбекшілерінің интернационалдық бой көрсетуі болған жер ,успен кеніші
1905 1907 жж революция ірі өнеркәсіп орны,успен кеніші 
1905 1907 жылдардағы буржуазиялық демократиялық революция қарсаңындағы 300 400 жұмысшы шоғырланған ірі кәсіпорын ,спасск мыс қорыту зауыты
 1905 1907 жылдардағы қазақ орыс еңбекшілерінің интернационалды бой көрсетуі болған жер , успен кеніші 
1905 1907 жылдардағы революция қарсаңында 300 400 жұмысшы шоғырланған ірі кәсіпорын ,успен кеніші
1905 1907 жылдардағы революциялық қозғалысқа белсене қатысқан ақын ,м дулатұлы
1905 1907 жылдары ресейде болған басты оқиға ,бірінші орыс буржуазиялық демократиялық революциясы
1905 1907 орыс революциясы жылдары қазақ шаруалары отаршыл жер саясатына ашық қарсылық көрсеткен семей облысындағы уезд ,қарқаралы
 1905 1910 жылдардағы қазақ ауылдарының саяси сауаттылығының дамуыңда маңызды роль атқарды , баспа жұмысының басталуы 
 қарқаралы уезінде семей облысы жаркент уезінде жетісу обл әулиеата шымкент орал торғай обл да шаруалар қарсылықтары болды, 1906 ж 
 семейдегі шілде айында 500 жұмысшы қатысқан жаппай ереуіл, 1906 ж 
ішкі істер министрі дурнов өлкедегі қарсылықтарды жаныштауға арнай тапсырма берді,1906 ж 10 қантар
1906 ж қазақ шаруаларының отаршыл жер саясатына ашық қарсылық көрсеткен семей облысындағы уезд ,қарқаралы 
1906 ж қаңтардаөлкедегі қарсылықтарды басуға тапсырма берген министр кім ,дурнов 
қарқаралы уезінде семей облысы жаркент уезінде жетісу обл әулиеата шымкент орал торғай обл да шаруалар қарсылықтары болды,1906 ж 
1906 ж мемлекеттік думада мұсылмандар мүддесін қорғаған ,қосшығұлов
семейдегі ереуілге қатысушылар алғашында 300 кейіннен 500 ге жеткен,1906 ж 
семейдегі шілде айында 500 жұмысшы қатысқан жаппай ереуіл,1906 ж 
1906 ж шілдеде жаппай сипат ереуіл болған қала ,семей 
1906 ж қараша мен 1910 ж столыпин үкіметі қабылдаған аграрлық саясат неге бағытталды ,революцияны тұншықтыруға 
1906 ж шілде айында болған қазақстандағы басты саяси оқиға ретінде саналған ереуіл еткен жер ,семей
1906 жылғы 3 шілдеде семейде болған ереуілге қатысушылар саны ,500
1906 жылғы басты саяси ереуіл болған қала ,семей
1906 жылғы шілде айында болған қазақстандағы басты саяси оқиға ретінде саналған ереуіл өткен жер ,семей
ішкі істер министрі дурнов қазақстандағы шаруалар толқуларын басу үшін күш жұмсау туралы бұйрық берді ,1906 жылы 10 қаңтарда
1906 жылы 3 шілдеде қазақстандағы басты саяси оқиға ретінде саналған ереуіл ,семейде 
1906 жылы қазақ шаруалары отаршыл жер саясатына ашық қарсылық керсеткен семей облысындағы уезд ,қарқаралы
қазақ шаруалары отаршыл жер саясатына ашық қарсылық көрсеткен сырдария облысындағы уездер әулиеата шымкент,1906 жылы
1906 жылы мемлекеттік думаға семей облысынан сайланған ,нұрекенұлы
1906 жылы патша үкіметі қабылдаған оқу ағарту ісі ережелерінің қазақстанға әсері ,орыс қазақ мектептерінің кеңеюіне жағдай жасады
1906 жылы шілдеде жаппай ереуіл өткен қала ,семей
аралығында қазақтардан 17 млн десятина жер тартып алынды ,1906 12 жж 
17 млн десятина жер тартып алынды,1906 1907 ж 
патша үкіметі қазақтардан тартып алған жер көлемі 17 млн десятина,1906 1907 жылдарда
1907 12 жж қазақстанға қоныстандырылған адам саны ,2 млн 400 мың 
2 млн 400 мың адам қазақ өлкесіне қоныстандырылды ,1907 1912 ж 
қазақстанға 2 млн 400 мың адам қоныстандырылған ,1907 1912 ж ж 
1907 1912 жылдары қазақстанға елдің еуропалық бөлігінен қоныстандырылған адамдардың саны ,2 млн 400 мың 
абай құнанбайұлының шығармалар жинағы ресми баспадан шықты,1909 ж 
ахмет байтұрсынұлы қарқаралыда мұғалім болып жүргенде патша өкіметінің саясатына қарсылық білдіргені үшін семей түрмесіне қамалды,1909 ж 
абай құнанбайұлының шығармалар жинағы ресми баспадан шықты,1909 ж 
ахмет байтұрсынұлы қарқаралыда мұғалім болып жүргенде патша өкіметінің саясатына қарсылық білдіргені үшін семей түрмесіне қамалды,1909 ж 
1909 ж семей түрмесіндеотырды ,а байтұрсынов 
1909 жылы жарық көрген м дулатұлының жыр жинағы , оян қазақ 
1909 жылы уфада кейін 1911 жылы орынборда жарық көрген м дулатұлының жыр жинағы , оян қазақ 
1909 жылы шығармалар жинағы баспадан шыққан белгілі ақын ,а құнанбаев 
міржақып дұлатұлының бақытсыз жамал романы шықты,1910 ж 
1910 ж қазан қаласында жарық көрген бақытсыз жамал романының авторы 1905 1907 жж қозғалыстарға қатысқан қазақ зиялысы ,м дулатов 
міржақып дұлатұлының бақытсыз жамал романы шықты,1910 ж 
столыпин реформасының мақсаты революцияны тұншықтыру ,1910 ж 
1910 ж столыпин реформасының сипаты ,аграрлық 
1910 жылғы столыпин реформасының мақсаты ,революцияны тұншықтыру
1910 жылғы столыпин реформасының сипаты ,аграрлық
1910 жылы қазан қаласыңда жарық керген бақытсыз жамал романының авторы , м дулатұлы
1910 1917 жж а байтұрсынов өмір сүрген қала ,орынбор 
а байтұрсынұлы орынборға жер аударылды,1910 1917 жж 
1911 ж айқап журналының редакторы және идеялық дем берушісі ,мұхамеджан сералин 
1911 ж мамырдажұмысшылары ереуілі орын алды ,атбасар мыс кендері 
орынборда байтұрсыновтың маса атты жинағы шықты,1911 ж 
1911 ж шыққан түрік қырғыз қазақ һәм хандар шежіресі атты кітаптың авторы ,ш құдайбердиев
ереуілге шыққан атбасар мыс кендері өндірісі ,1911 ж мамыр айында
1911 жылы а байтұрсыновтың орынборда жарық көрген жинағы , маса 
1911 жылы баспадан шыққан а байтұрсыновтың шығармасы , маса 
 1911 жылы жарық көрген пі құдайбердіұлының кітабы , түрік қырғыз қазақ һәм хандар шежіресі 
1911 жылы орынбор қаласында жарық көрген маса жинағының авторы ,а байтұрсынов 
1911 жылы шыққан түрік қырғыз қазақ һәм хандар шежіресі атты кітаптың авторы ,ш құдайбердиев 
редакторы м сералин айқап журналы аграрлық демократиялық бағытты білдірді,1911 1915 жж 
верныйда мемлекеттік банк бөлімшелері ашылды,1912 ж 
қазақстанда демократиялық қозғалыстардың қайтадан өрлеуі,1912 ж 
лена қырғыны м жәнібекұлы 12 жыл мерзімге айдауға жіберді ,1912 ж сәуір
байқоңыр көмір өндірісінде семей су диірменінде торғай уезіндегі шоқпарқұлов көмір шахтасында ереуілдер өтті ,1912 ж 2 6 қазан 
верныйда мемлекеттік банк бөлімшелері ашылды,1912 ж 
қазақстанда демократиялық қозғалыстардың қайтадан өрлеуі,1912 ж 
1912 ж қазан айында жалпы ресейлік саяси қозғалыстың құрамдас бөлігі болған ,байқоңыр көмір өндірісіндегі ереуіл 
лена қырғыны м жәнібекұлы 12 жыл мерзімге айдауға жіберді ,1912 ж сәуір
күләш гүлбаһрам байсейітова ксро халық әртісі қазақтардан алғашқы ,1912 1957 ж 
күләш гүлбаһрам байсейітова ксро халық әртісі,1912 1957 жж 
1912 1993 жж республика басшысы дарынды қайраткер ,д а конаев жылдары
 байтұрсынов қазақ газетін шығаруды ұйымдастырып редакторы болды , 1913ж 
 м дулатұлының азамат өлеңдер жинағы шықты, 1913 ж 
м жұмабаевтің шолпан жыр жинағы жарыққа шықты,1913 ж 
 қазақ ұлтының өмір сүруінің өзі проблемаға айналды деп ахмет байтұрсынов жазды ,1913 ж 
