question,answer
"Кентау және Жаңатас тау-кен өнеркәсібі жұмысшыларының ереуілдерге шығып, ашытқ жариялайы",1997-1998 жж 
Халық бірлігі мен ұлттық тарих жылы,1998 ж 
1998 ж 1 –қаңтарда күшіне енген – ,«Зейнетақы заңы»
жаңа астананың ресми тұсаукесері болып өтті,1998 ж 10 маусым 
1998 ж 1-қаңтарында күшіне енген: ,Зейнетақы заңы 
Президент Ақмола қаласын Астана деп атауға жарлық шығарды,1998 ж 6 мамыр 
Мәскеуде 21 ғасырға бағдарланған «Мәңгі достық пен ынтымақтастық туралы» Декларация жарияланды,1998 ж 6 шілде 
«Ақ жол» қоғамдық қозғалысы құрылды,1998 ж -қараша
" Парламент шешімімен Конституцияға енгізілген өзгеріс бойынша Президенттің өкілдік мерзімі – 5 жылдан 7 жылға ұзартылды, үміткер жасы 65-тен аспауы алынып тасталды", 1998 ж 
 Халық бірлігі мен ұлттық тарих жылы , 1998 ж 
 1998 ж шет елдерде білім алган қазақстандықгар саны: , 2780 
1998 жылғы Парламент шешімімен Конституцияға енгізілген өзгеріс бойынша Президенттің өкілдік мерзімі – ,5 жылдан 7 жылға ұзартылды 
1998 жылдан бастап Ш Уәлиханов атындағы тарих және этнология институты шығара бастаған жаңа журнал: ,«Отан тарихы»
Халқтар тұтастығы мен ұлттық тарих жылы,1998 жыл
1998 жылы 1 қаңтарда күшіне енді: ,Зейнетақы заңы
1998 жылы Конституцияға сәйкес Парламенттің шешімімен Президенттің өкілдік мерзімі ұзартылды:,5 жылдан 7 жылға
"1998 жылы Назарбаевтің өкімімен, Халық Қаһарманы атағы берілген – ",Бейсекбаев 
1998 жылы салтанатты жағдайда Ақмола енді – ,Астана болып аталды
1998 жылы Халық Қаһарманы атағы берілді: ,Б Бейсекбаевка
1998-1999 жылдары Берел кезеңінің №11 обасын ашқан археолог ,З Самашев
"барлығы 14 саяси партия мен 30-ға жуық саяси қоғамдық қозғалыстар, бірлестіктер құрылды",1999 ж 
Ұрпақтар бірлігі мен сабақтастығы жылы,1999 ж 
Қазақстан Республикасының «Білім туралы» заңы жарияланды,1999 ж 11 маусым 
 «Қазақстанның отаншылар» партиясықұрылды,1999 ж 14 қаңтар 
Ақмола облысының шекарасы өзгертілді,1999 ж 8 сәуір 
"1999 ж ақпан, наурыз айларында өткізілді: ",Халық санағы
"барлығы 14 саяси партия мен 30-ға жуық саяси қоғамдық қозғалыстар, бірлестіктер құрылды",1999 ж 
"Қазақстанды дүние жүзінің 150 мемлекеті танып, 106 елмен дипломатиялық қатынас орнады",1999 ж – басы
1999 ж Білім туралы заң бойынша - ,"негізгі мектеп 9сынып, 10-11 сыныптар бағдарлы"
Қазақстан мен АҚШ арасында келісім,1999 ж – желтоқсан
«Отан» партиясы құрылды ,1999 ж қаңтар 
 «Отан» партиясы құрылды ,1999 ж – қаңтар
Назарбаевтің «Тарих толқынында» еңбегі жарыққа шықты,1999 ж 
1999 ж санақ қорытындысы бойынша Республика тұрғындарының арасындағықалалы елді мекендерде тұратындардың үлесі: ,56 % 
ғалым Қ И Сатпаевтің 100 жылдығы,1999 ж сәуір
1999 ж сәуірдің 13-і мен 23-і аралығында Парижде өткен «Қазақстан ғылымы – кешегіден бүгінге» деген көрме арналды: ,Қ Сәтбаевқа
1999 ж халық санағы бойынша республика тұрғындарының арасындағы қазақ халқының үлесі – ,"53,4 %"
"Қазақстанды дүние жүзінің 150 мемлекеті танып, 106 елмен дипломатиялық қатынас орнады",1999 ж басы
 1999 жылғы халық санағы бойынша Қазақстанда тұратын республика тұрғындарының саны," 14 млн 952,7 мың адам "
 1999 жылғы халық санағы бойынша республика тұрғындарының арасындағы қазақ халқының үлесі? ," 53,4%"
Ұрпақтар бірлігі мен сабақтастығы жылы,1999 жыл
"1999 жылы ақпан, наурыз айларында өткізілді ",Халық санағы
1999 жылы жарық көрген Н Назарбаевтың еңбегі:,«Тарих толқынында»
1999 жылы сәуірдің 13-і мен 23-і аралығында Парижде өткен «Қазақстан ғылымы –кешегіден бүгінге» деген көрме арналды: ,К Сәтбаевқа 
1999 жылы ЮНЕСКО-ның шешімімен 100 жылдық мерейтойы тойланған ғұлама ғалым? ,Қ Сәтбаев
2 мәрте Кеңес Одағының батыры ұшқыш –,Т Бигелдинов 
20 ғасырдың басында кітап басып шығару қолға алынған қалалар- ,"Орынбор,Орал "
20 ғасырдың басында қазақ кітаптарын басып шығарған қаланың бірі-,Ташкент 
20 ғасырдыңбасында есімі бүкіл қазаққа танымал болған әнші- ,М Шамсутдинова 
Мәдениетті қолдау жылы,2000 ж 
Астанада кедендік Одақ елдері басшыларының мемлекетаралық Кеңесі өткізілді,2000 ж 10 қазан 
 «Еуразия-2000» экономикалық самиті өтті,2000 ж 26 сәуір 
Мәдениетті қолдау жылы ,2000 ж 
Мәдениет жылы,2000 жыл
 Кұлтегін ескерткішін көшірмесін Астанаға әкелінді, 2001 ж 18 мамыр 
Алматыда «21 ғасыр ядролық қарудан тазарған дүниені қалайды» атты халықаралық конференция ашылды,2001 ж 29 тамыз 
 Қазақстанда Ресей Федерациясы мәдениетінің күндері басталды , 2001 ж 5 маусым
 2001 ж Қазақстан демократиялық таңдауы қоғамдық қозғалысы негізінде 2 саяси партия құрылды: , КДП – «Ақ жол» және Қазақстан демократиялық таңдауы 
2001 жылы Қазақстанның саяси көкжиегінде пайда болған қоғамдық қозғалыс:,«Қазақстанның демократиялық таңдауы»
 2001 жылы үкімет құрамы мен басқа да билік құрылымындағы жас олигархтар ұйымдастыран қоғамдық қозалыс:, «Қазақстанның демократиялық таңдауы»
Түркістанда дүние жүзі қазақтарының 2-ші құрылтайы өтті (400-ге жуық адам қатысты) ,2002 ж 23 қазан 
 2002 жыл:, Денсаулық сақтау жылыдепжарияланды 
Денсаулық жылы,2002 жыл
Назарбаевтің «Сындарлы он жыл» еңбегі шықты,2003 ж 
 Ғылым Академиясы: қоғамдық бірлестік болып құрылды, 2003 ж 
қазақстанға 5 мың отбасы көші келді ,2003 ж 
Ауылжылдарыдеп жарияланды ,2003-2005 жж 
ауылды дамыту жылы,2003-2005 жыл 
10 мың отбасы оралман қайтып келді ,2004 ж 
ҚР 2015 ж дейінгібілім беруді дамыту тұжырымдамасы қабылданды ,2004 ж 
2004 ж қыркүйекте саяси партиялар туралы жаңа заңбойыншапартияға ресмитіркелу үшін: ,50 мың мүше болуы керек 
2004 ж Тұжырымдама бойынша: ,ортабілім 4+6+2 құрылымыбойынша 12 жылғасозылатын болды 
2004 жылы қыркүйекте Парламент Мәжілісінің кезекті сайлауы алдында саяси партиялар туралы жаңа заң бойынша ресми тіркелген партиялар саны: ,12
2004 жылы Президент бастамасымен қабылданған мемлекетгік бағдарлама: ,«Мәдени мұра»
2004 жылы Президент бастамасымен қабылданған мемлекеттік бағдарлама: ,«Мәдени мұра»
2005 жылы 5 томы жарық көрген Ұлттық энциклопедия: ,«Қазақстан»
2006 ж 6 қаңтарда ҚР-да: ,ҚР-ныңжаңа әнұранның редакциясы мен мәтіні бекітілді 
2009 жылғы халық санағы бойынша республика тұрғындарының арасындағы қазақ халқының үлесі: ,67%
2030 жолдауының жеті басым мақсаттары – ,"1) Ұлттық қауіпсіздік 2) ішкі саяси тұрақтылық пен қоғамның топтасуы 3) экономикалық өрлеу 4) азаматтардың денсаулығы, білімі мен әл- ауқаты 5)энергетика ресурсы 6) Инфрақұрылым, көлік және байланыс 7) Кәсіпқой"
2030 жылы Қазақстан: ,Дүние жүзінде ең бай және дамыған ел болады 
2030 жылы Қазақстан: ,"Қиыншыдықты жеңіп, дамудың келесі сатысына өтеді"
20-шы жылдардағы Казақстандағы ірі ғылыми орталық – ,Қазақстанды зерттеу қоғамы 
240 жылға жуық өмір сүрген мемлекет – ,Ақ Орда
"25 жылға бас еркіндігінен айырылып, 1954 ж ақталған тарихшы ғалым—",Бекмаханов
"25 жылға бас еркіндігінен айырылып, 1954 жылы ақталған тарихшы, ғалым: ",Е Бекмаханов
"25 жылға бас еркіндігінен айырылып, ірі ғалымдардың (Панкратов араласуымен Е Бекмаханов ақталды – ",1954 ж 
"25 жылға бас еркіндігінен айырылып,ірі ғалымдардың араласуымен Е Бекмаханов ақталды: ",1954 ж 
Республика күні ,25 қазан 
"25 қазан ""Республика күні"" болып аталу себебі",осы күні Қазақстанның мемлекеттік егемендігі туралы декларация қабылданды 
Республика күні,25 қазан
армияға шақырылды,25 мың өкілі
2-ші мемлекеттік Думаға Жетісудан сайланған Қазақтың тұңғыш инженер депутаты: ,М Тынышпайұлы
 30 га дан асатын қала жұрты табылды ," Испиджаб, Отырар, Сауран"
30- жылдары өнеркәсіпті дамытуға бағытталған саясат : ,индустриаландыру
 30-40 жастағы әйелдер киген бас киім : , Кимешек
" 31 мамыр – Ұлттық аза күні болып белгіленді 316-дивизия қатарында ерлік көрсеткен, Кеңес Одағының батыры: ", М Ғабдулин
 316-шы атқыштар дивизиясы қатарында ерлік көрсеткен Кеңес Одағының Батыры , М Ғабдуллин
"40 ж астам Қазақстан өкіметінің, республика партия ұйымының басшылығында болған – ",Қонаев
40 мың қырғыз отбасының Ресей империясы құрамына өтуді тездеткен себеп: ,орыс отрядтарының Қызылағаш өзенінің аңғарына келуі
448 ж Аттила сарайында болған Прииск жазбасында: ,Бір көрген адам Аттиланы нағыз азиялық екенін бірден айтады 
448 жыл Аттила сарайыңда болған ІІрийск айтты: ,Бір көрген адам оның нағыз азиялық екенін айтты
448 жылы Аттиланың сарайында болып қайткан елші: ,Прииск
448 жылы Еділ (Аттиланың) сарайында болып қайтқан елші: ,Прииск
Атилла Каталаун даласында рим-франк әскерлерімен шайқасты ,451 ж 
"Атилла Италияны ойрандап, Падуя, Миланды алды ",452 ж 
Атилла қайтыс болды ,453 ж 
483 шақырым болатынМойынты – Шу темір жолы салынды:,1950 ж 
50 жылдары Шығыстың қай елдерімен Қазақстанның халыкаралық байланыстары дамыды? ,"Үндістан, Индонезйя, Бирма, Непал, ҚХР"
" 50-жылдары жазықсыз қудаланып, Қазақстаннан кетуге мәжбүр болған ғалым: ", Қ Сәтбаев
50-жылдары Отанынан тыс жерге кетіп қалуға мәжбүр болған жазушы: ,М Әуезов
"50-ші жылдары өсірген қаракөл қойлары Делидегі, Нью-Йорктегі, Познаньдегі халықаралық аукциондарға қатысқан Жамбыл облысының шопаны – ",Ж Куанышбаев 
Бұмын түркі тайпаларды біріктіре бастады ,535 ж 
"542 жылы ""түрік"" этнонимі алғашқолданылған",қытай дерегі 
теле тайпасы түріктерге қосылды ,546 ж 
теле тайпасы қосылды ,546 ж 
 54-атқыштар бригадасының мергені -, Ә Молдағұлова
Бұмын 50 мың әскерімен аварды талқандады,552 ж 
Бұмын 50 мың әскерімен аварды талқандады Түрік қағанаты құрылды ,552 ж 
552 ж Түрік қағанаты негізін қалады– ,Бұмын- қаған 
552-554 ж Қара-Ескенің інісі Мұқанкезінде: ,жужандар баскөтерместей жеңілді 
Ежелгі Түрік қағанаты,552-603 жж 
553-572 жылдары билік құрған Түрік қағаны : ,Мұқан
Арал теңізіне дейін жетті ,555 ж түріктер 
555 ж түріктер қай жерге дейін жетті: ,Арал теңізіне дейін
 түріктер эфталиттерге қарсы Иранмен одақ құрды, 561-563 ж 
 561-563 ж ж түріктер қай мемлекетпен эфталиттерге қарсы одақ құрды? , Иранмен 
Бұхар түбінде түріктер эфталиттерді женді,567 ж 
"Түрік қағанатынын Маниах бастаған елшілігі Константинопольге барып, сауда келісімін жасады және Иранға қарсы әскери келісімге қол қойды ",568 ж 
568 ж Түрік қағанатының Константинопольге барған елшілігін басқарды – ,көпес Маниах 
568 ж Түрік қағанатының Константинопольге барған елшілігін басқарган соғды көпесі:,Маниах 
"568 ж Түрік қағанатының Маниах бастаған елшілігі Константинопольге барып, қандай келісімдерге қол қойды: ",сауда келісімін жасады және Иранға қарсы әскери келісімге қол қойды
568 жылы Түрік қағанаты мен Византияның одағы бағытталған ел: ,Иранға
568 жылы Түрік қағанаты мен Византияның одағы бағытталған ел: ,Иранға
Иран мен Византия келісім жасады,575 ж 
581 жылы Түрік қағанатында болған оқиға: ,Қағанат ішінде өзара соғыс болды
60 ж басында пионер лагерінде дем алған балалар саны- ,200 мыңға жуық 
60 жылдары Н С Хрущев партиялық ұйымдарды қандай белгілері бойынша бөлді? ,Өндірістік 
60 жылдары Н С Хрущев партиялық ұйымдарды қандай белгілері бойынша бөлді?,Әкімшілік белгілері бойынша 
Қағанат 2-ге бөлінді,603 ж
Түрік қағанаты 2-ге бөлінді,603 ж 
Түріктер—Батыс және Шығыс болып екіге бөлінді,603 ж 
Батыс Түрік қағанаты,603-704 жж 
 Н С Хрущев партиялық ұйымдарды өндірістік белгілері бойынша бөлді , 60-жылдары
нушеби тайпасының қолдауымен - Ешбар Елтеріс қаған болды ,634 ж 
634 жылы Батыс түрік қағанатында нушебилердің қолдауымен билікке келген : ,Ешбар Елтеріс
634 жылы нушеби тайпасының қолдауымен билікке келген Батыс түрік қағаны: ,Ешбар Елтеріс
Батыс Түрік қағанатында тайпааралық соғыстар,640-657 жж 
Таң империясы Жетісуды басып алды ,659 ж 
659 жылы Жетісуға басып кірді: ,қытайлар
659 жылы Жетісуға басып кірді: ,Қытайлар 
659 жылы Жетісуға басып кірді:, қытайлар
"68 ж ""Жетісу өңіріне қоныстанушылардың құқықтары жөнінде уақытша Ереже"" кімнің басқаруымен жасалды? ",Колпаковский 
Моңғолияда өз мемлекетін Шығыс түріктеріқалпына келтірді ,682 ж 
682 жылы Шығыс түріктері өз мемлекетін қалпына келтірген жер: ,Моңғолия
694 жылы Тәуке хан І Петр мен елші Аттилов арқылы қандай келісім жасады? ,сауда байланысын күшейту
"700 жүз казак әскері, 400 жүзден астам хан жасақтарынан құрылған жазалаушылар Исатай қолына қарсы тұрды – ",1837 ж қараша 
704 ж Жетісуда билік басына келді – ,түркештер 
704 жылы Жетісуда түрік тайпаларының қайсысы батыс түрік басшылары ішінде саяси гегомонияға жетті? ,Түргештер 
704 жылы құрылған мемлекет —,Түркеш 
704 жылы Үшлік Жеңеді: ,Қытайларды 
Түркеш қағанаты,704-756 жж 
704-766 жылдары түркеш теңгелері соғылған қала: ,Тараз
"709 ж – соғды ханы Тархун көмектесуден бас тартып, 70-жылдары шаруашылық жүйесін өзгертуге тырысқан совхоз директоры:",И Худенко
Болучу шайқасы Түргештердің шығыс түріктерден жеңілуі ,711 ж 
 714 жылы Шашты басып алған араб қолбасшысы: , Күтейба ибн Муслим
715-738 жж қай қаған тұсында Түргеш қағаны күшейді? ,Сұлу 
 720-721 жылдары Соғды жерінде арабтарды жеңген Сұлу қағанның қолбасшысы: , Күли шор 
 720-721 жылдары Соғды жеріндегі арабтарды талқандаған түргештердің әскербасы: , Күли шор
Сұлық қаған (сүзеген) арабтарға соққы берді,723 ж 
731 ж қазанда Кіші жүздің 29 старшыны жиналып қарастырған мәселе: ,Ресейге қосылу жөнінде ант беру
"арабтар түркештерді ығыстырып, Бұхарды қайта жаулап алды ",732 ж 
"Сұлық қаған арабтарға қарсы шығып, Тоқарыстанға жетіп жеңіледі ",736 ж 
737 жылы Тоқарыстандағы арабтарды талқандауға түргештермен біріккен тайпа: ,Қарлұқтар
 «Дін үшін соғыс» ұранымен араб қолбасшысы Насыр ибн Сейяр Қазақстанның Оңтүстігін басып алды ,737-748 жж 
Баға-Тархан Сұлықты өлтіреді,738 ж 
"740 жылы тамызда Орта жүз ханы Әбілмәмбет пен Абылай сұлтаннық Орскіге келіп, билігін мойындаған империя: ",Ресей
"қарлұқтар, ұйғыр, басмыл тайпалары бірігіп, Шығыс Түрік қағанатын құлатты ",742 ж 
"қарлұқтар, ұйғыр, басмыл тайпалары бірікті",742 ж 
744 ж Шығыс түрік жерінде: ,Ұйғыр қағанаты пайда болды
746 ж қарлұқтар ұйғыр қағанатынан жеңіліп көшті – ,Жетісуға 
"қытайлар Суяб қаласын жаулап, қирады",748 ж 
748 ж Қытай қиратты – ,Суяб қаласын 
"қытайлар Суяб қаласын жаулап, қирады",748 ж 
748 жылы Түргештердің астанасы Суяб қаласын басып алған: ,Қытай империясы
Атлах шайқасы,751 ж 
751 ж Атлах қаласының жанында үлкен шайқас болды? ,Арабтар мен қытайлар арасында 
751 ж Атлах шайқасындағы арабтардың жеңіске жетуі әсер етті: ,Қазақстанда ислам дінінің таралуына
751 ж -Қытайлар мен арабтар арасында шайқас өткен жер – ,Атлах 
Таразға жақын жерде - Атлах шайқасы болған,751 ж 
751 жылы арабтар мен қытайлар арасында шайқас болды – ,Атлах қаласы маңында 
751 жылы арабтар мен қытайлар арасындағы шайқас өткен жер: ,Атлах қаласы
қарлұқ қағанаты құрылды ,756 ж 
қарлұқ қағанаты құрылды,756 ж 
 Түркеш қағанаты Араб-Қытай шапқыншылығынан құлады , 756 ж
" Түркеш қағанаты қарлұқтарға қарсы тұра алмай, қирады", 756 ж 
"756 жылы Түркеш қаандыын құлатып,билікті өз қолына алан тайпа",Қарлұқ
"756 жылы Түркеш қағандығын құлатып,билікті оз колына алган тайпа:",Карлук
Қарлұқ қағанаты ,756-940 ж 
 756-940 жылдар аралығында өмір сүрген қағанат: , қарлұқ
Қарлұқтар Қашғарияны жаулады ,766-775 жж 
766-840 жж Қимақтардың қоныстанған жерлері: ,"Батыс Алтай, Тарбағатай, Алакөл"
766-840 жылдары қимақтардың қоныстанған аумағы: ,"Батыс Алтай, Тарбағатай, Алакөл ойпаты"
Қарлұқтар ұйғырлардан жеңілді7,91 ж 
"7-ші гвардиялық атты әскер дивизиясының 19- шы гвардиялық атты әскер полкінің командирі, Жамбылдың ұлы Алғадай ерлікпен қаза тапты",Синельников қаласының маңында 
қарлұқтар ұйғыр қысымымен Жетісуға көшті,8 ғ (746 ж) 
 800 майдангер солдаттар мен «тыл жұмысына» алынған қазақтар «Солдаттардың орыс- мұсылман ұйымын» ұйымдастырды: , Сергиопольде
80-жылдары Қазақстан экспортка шығарудың көлемі жағынан КСРО бойынша нешінші орында тұрды? ,Бесінші 
80-ші жылдардың соңында КСРО бойынша өндіріске енгізілген ғылыми-техникалық жаңалықтардан Қазақстанның үлесіне тигені: ,3% - і
"Білге Құл-қадырхан өзін қаған жариялап, Қарлұқ қағанатқа айналды ",840 ж 
"ұйғыр қағанаты құлап, қимақты 7 тайпа құрды ",840 ж 
840 жылы өзін қаған деп жариялаған Испиджаб қаласының билеушісі: ,Білге Құл Қадырхан
870-950 жылдары өмір сүрген ортағасырлық ғалым: ,Әбу Наср әл-Фараби
"Исмаил ибн Ахмад Таразды алып, қаладағы бас шіркеуді мешітке айналдырды ",893 ж 
 Исмаил ибн Ахмад Таразқаласындағы бас шіркеуді мешітке айналдырды , 893 жылы 
ұйғыр қысымымен Жетісуға көшті қарлұқтар,8ғ (746 ж) 
8ғ 1798 ж Түркеш Тоқ Арыстан қағанатын арабтарды жеңу үшін кіммен бірікті ,Қарлұқтармен
"саманилер Исфиджабты басып, Таразды қоршады",9 ғас аяғы 
"саманилер Исфиджабты басып, Таразды қоршады",9 ғас Аяғы 
"90 жылдары Қазақстандық немістердің құрған қаражаты мол, мүше саны көп ұйымы – ",Видергебурд(қайта өрлеу)
90 жылдың соңына қарай Қазақстандағы саяси-қоғамдық бірлестіктердің саны: ,Жүзден асты 
Оғыз мемлекеті,9-11 ғғ 
Қимақ мемлекеті,9-11 ғғ 
92 ру-тайпадан құралған хандық: ,Әбілқайыр хандығы
924 жылы Алтайдан Тынық мүхигқа дейінгі аумақты алып жатқан қидандардың мемлекеті: ,Ляо империясы
Қашғардың билеушілері Баласағұнды жаулап Қарлұқ қирады ,940 ж 
940 жылы Қарлұқ қағанатын әлсіретті: ,Қытай шапқыншынығы
 940 жылы Қарлұқ қағанатын талқандады:, Қашғардың түрік билеушілері
Қарахан мемлекеті ,942-1212 жж 
Мұса хан билігі орнады,955 ж 
956 ж оғыздар хазарларға қарсы әскери одақ құрды—,Киев Русімен
Мұса хан исламды мемл-к дін етіп жариялайды,960 ж 
960 ж исламды мемлекеттік дін деп жариялаған Қазақстандағы ерте ортағасырлық мемлекет? ,Қарахан мемлекеті
960 ж Ислам дінін мем-тік дін ретінде жариялаған қарахан билеушісі –,Мұса хан 
960 жылы ислам дінін мемлекеттік дін деп жариялаған – ,Қарахан мемлекеті 
960 жылы исламды мемлекеттік дін деп жариялаған Қарахан билеушісі: ,Мұса
960 жылы исламды мемлекеттік дін жариялады,Қарахандықтар 
Қарахандыктар мемлекеті исламды мемлекеттік дін деп жариялады,960 жылы 
"Киев русімен одақтасып, Хазарияны талқандады",965 ж 
оғыздар Киев Русімен одақтасып Хазар қағанатын талқандады,965 ж 
965 ж оғыздар хазарларға қарсы әскери одақ құрды: ,Киев Русімен
965 ж оғыздар хазарларға қарсы әскери одақ құрды – ,Русьпен 
973-1050 жылдары өмір сүрген энциклопедист ғалым: ,Әбу Райхан әл-Бируни
"оғыздар князь Владимирмен одақтасып, Еділ Бұлғариясын талқандады ",985 ж 
"князь Владимир торгтармен (оғыздар) одақтаса отырып, жорық жасады бұлғарларға",985 жылы
"Қарахандықтар Тараз, Исфиджаб қалаларын, ",990 ж 
"Тараз, Исфиджаб ",990 ж 
"Хотан, Бұхарды",992 ж 
Саманилерді жаулап алды ,999 ж 
I дүние жүзілік соғыс жылдары Қазақстанға әкелінген әскери тұтқындардың арасында негізінен басым болды—,Славян
I дүние жүзілік соғыс жылдары Қазақстанға әскери тұтқындардың алғашқы топтары әкеліне бастады –,1914ж тамыз
 I дүние жүзілік соғыс жылдары Орынбор өлкесінен майданға тартылған жұмысшылардың саны—, 40%-ға жуық
 I дүние жүзілік соғыс жылдарында Жетісу облысында майданға тартылған жұмысшылардың саны—, 1/3 бөлігі
I дүние жүзілік соғыс жылдарында мұнай өндіру көлемі кеміп кеткен өлке—,Ембі
"баға—ұнға 70%- ға, қантқа 50%-ға, сабынға 200%-ға қымбаттады ",I дүние жүзілік соғыс кезінде
I дүниежүзілік соғыс жылдарында мұнай өндіру көлемі кеміп кеткен өлке: ,Ембі
"I дүниежүзілік соғыс жылдарында Семей, Ақмола облыстарынан майданға тартылған жұмысшылардың саны ",50 %
I дүниежүзілік соғыс кезінде соғыс қажетіне 34 млн сомның өнімін жіберді: ,Жетісу облысы
I Павел патша Еділ мен Жайық арасында Ішкі Орданы құру туралы жарлығы арқылы қандай мақсатты көздеді?,Берілген жауаптардың бәрі дұрыс 
I Петр шығыспен сауда қатынасын өрістету үшін Қазақстанның маңызы:,“Кілт және Қақпа” деп санады
I Петрдің «Азияға жол іздеу» талабымен құрылған әскери жорық экспедициясын басқарған: ,подполковник ИД Бухгольц
I тептяр полкінің жасауылы Сагит Хамитұлына берілген орден: ,«Қасиетті Анна»
 I ші бесжылдықта салынған Түрксіб темір жолының қандай әлеуметтік-экономикалық маңызы болды? , Берілген жауаптардың бәрі дұрыс 
" Александр бекiткен ""Орал, Торғай, Ақмола және Семей облыстарын уақытша басқару туралы Ереже"" қабылданды – ", 1868 жылы 21 қазан 
"II Александр патша ""Жетісу және Сырдария облыстарын басқару"" ережесiн бекiттi – ",1867 жылы 11 шiлдеде 
II Александр патша «Сырдария мен Жетісу облыстарын басқару туралы уақытша Ережені» бекітті: ,1867 жылы
II Александр патша «Орынбор және Батыс Сібір генерал-губернаторлығындағы Дала облыстарын басқару туралы уақытша Ережеге қол қойды:,1868 жылы 21 қазан
 II ғасырда дүниеге келген шығарма: , Оғызнама 
 II дүние жүзілік соғыстан кейінгі жылдары зауыт-фабрикалардағы адамдардың кәсіби даярлығын арттыру мақсатында ашылған мектептер—, Еңбек резервтері мектептері
II дүниежүзiлiк соғыс кезінде елiмiздің азаматы қаза болды –,27 млн 
II дүниежүзілік соғыс жылдары: ,1939 жылдың 1-ші қыркүйегі – 1945 жыл 2-ші қыркүйек
"II дүниежүзілік соғыстан кейін жоғарыдан төмен қарай, иерархиялық-пирамидалық құрылымға айналған ұйым—",Кеңес одағының коммунистик партиясы
II Екатерина Абылайды Орта жүз ханы етіп бекіту туралы грамотаға қол қойды –,"1778 жылы, 24-мамыр"
II Екатерина Абылайды Орта жүз ханы етіп бекіту туралы грамотаға қол қойды –,"1778 жылы, 24-мамыр"
III-V ғасырда зергерлiк өнерде қолданылды – ,алтын 
IV Бүкiл Түркiстандық төтенше съезд шешiмінің нәтижесi – ,Түркiстан автономиясы құрылды 
IV ғ жазба деректерде кидандар –,моңғол тiлдес 
IV ғ жазба деректерінде қидандар қандай тайпа ретінде көрсетілді?,Моңғол тілдес 
IV ғ Моңғолия мен Батыс Манчьжурияда құрылған көшпелі тайлалар одағы:,Жужань 
" IV мемлекеттік Думада 1916 ж желтоқсанның 1-3-інде көтеріліс қанға тұншықтырылғаннан кейін әшкерелеп, патша өкіметін сынға алып өткір сөз сөйлеген кім?", А Керенский
"IV-IX ғасырларда қалалық мәдениет дамыған, Тараз, Алмалық, Қойлық қалалары орналасқан өңір: ",Жетісу
V- IX ғ ғ түріктердің қалалық мәдениеті дамыған аймақ: ,"Оңтүстік Қазақстан,Жетісу "
 V ғ І-шi жартысында Шығыс Рим империясында жолын қуушылардың христиандык шерiк қатушылық сектасы – , Несторидің 
"V ғасырда Қарлұқ, Қимақ қағанатгары дәуірінде кең тараған, киіз үйге ұқсас діни құрылыс жүйесі:",Дың ескерткіштері
V ғасырда қарлұқтар деген атпен белгілі – ,Болат 
"V ғасырдың 30-жылдарында Румыния мен Венгрия елдеріндегі ғұндарды қол астына жинап, патшалық құрды: ",Атилла
" V ғасырдың ортасында Румыния мен Венгрия елдеріндегі ғұндарды қоластына жинап, патшалық құрды: ", Аттила
 VI ғ 70-жылдары Түрік қағанаты қай жерлерге дейін жетті: , Солтүстік Кавказ бен Қара теңіздің солтүстігіне дейін
"VI ғ парсы тіліне, ал IX г араб тіліне аударылган шығарма – ",Оғызнама 
VI ғ 70 ж Түрік қағанаты: ,Солт Кавказ бен Қара теңіздің солтүстігіне дейінжетті 
VI ғ діни құрылыстың бір түрі: ,Дың ескерткіштері 
VI ғасыр түріктерде жазудың болғандығын куәландырады – ,қытайлардың деректерi 
VI ғасырда Батыс Түрік қағанатының сол қанатына енген саны жағынан көп болған тайпа: ,Түргеш
VI ғасырдың екінші жартысында сауда жолына байланысты дипломатиялық келісім жасаған елдер: ,"Түрік қағанаты мен Византия,"
VI ғ-ң екінші жартысында сауда жолына байланысты дипломатиялық келісім жасаған елдер: ,Түрік қағанаты мен Византия
VI ғ-ң ортасында Түрік қағанаты жаулап алған эфталиттердің өмір сүрген жері: ,Солтүстік Үндістан мен Шығыс Түркістан аралығы
" VI парсы тіліне,ал IX ғ араб тіліне аударылған шығарма—", оғызнама
 VII-IX ғасырларға жататын әдеби шығармалар," «Қорқыт ата», «Оғызнама» "
 VII ғ басында Жетісудағы соғдылар туралы жазған Қытай саяхатшысы: , Сюань Цзянь
"VII ғ ""10 тайпа"" мемлекетi –",Батыс Түрік қағанаты 
"VII ғ ""Он оқ будун"" мемлекетінің атауы? ",Батыс Түрік қағанаты
VII ғ басында Қытайдан Үндістанға жол тартқанда Түрік қағанаты террториясынан өткен және құнды мәлімет қалдырған будда ғұламасы; ,Сюань-Цзян (Шуан Заң) 
VII ғ басындағы Қытайдың «Танышу» хроникасында көрсетілген қарлұқтардың құрамындағы тайпалар – ,"Бұлақ, Жікіл, Ташлық "
VII ғ батыс Жетісуды мекендеген: ,Оғыздар 
VII ғ Батыс Түрік қағанатты қай мемлекет басып алды?,Қытай 
"VII ғ қай мемлекет «10 тайпа"" мемлекеті атына ие болды? ",Батыс Түрік қағанаты 
VII ғ Орхон өзені мен Алтай тауының аралығында өмір сүрген – ,найман 
VII ғ Таншу хроникасында қарлұқ құрамында көрсетілген тайпалар—,"бұлақ, жікіл, ташлық "
