question,answer
Петербургте Байтұрсыновтың «Қырық мысал» кітабы шықты,1900 ж 
Абай «Орта қазақ ордасы руларының шығу тарихы туралы жазбалар» деген еңбегін статистикалық комитет басылымында жариялады,1900 ж 
Верныйда темекі кәсіпорындары ашылды,"1900,1875 ж "
 Маркстік үйірме Орынборда ашылды , 1902 ж 
 1902 ж тұңғыш Маркстік құпия ұйым құрылды: , Орынборда 
1902 жылға қарай тау-кен өнеркәсібінде жұмыс істеген жұмысшылар саны: ,30 мыңға жуық 
1902 жылы тұңғыш Маркстік қупия ұйым құрылды: ,Орынборда 
 1902-1904 ж ж Орынбор-Ташкент шойын жолына жұмысқа тартылғандар саны: , 30 мың 
 1902-1904 жылдары Орынбор-Ташкент шойын жолына жұмысқа тартылғандардың саны: , 30 мыңға жуық
 1904 ж орыс шаруаларыныңҚазақстанға қоныс аудару жөніндегі материалдардайындаған Щербиннің экспедициясыныңқұрамында жұмыс істеген қазақ азаматы: , Ә Бөкейханов 
аса ірі ғалым Ә Марғұланның жылдары,1904-1985 ж 
аса ірі ғалым Ә Марғұлан ,1904-1985 жж 
" «Қанды жексенбі» оқиғасы, 9 қантар Петербургте",1905 ж 
Алаш қозғалысы басталды,1905 ж 
" «Қанды жексенбі» оқиғасы, 9 қантар Петербургте",1905 ж 
Семейдегі почта- телеграф қызметкерлердің ереуілі,1905 ж 16-26 қараша 
патша мнифесінің (Мемл-к тәртіпті дұрыстаутуралы») халықты алдау екенін «Алаш» қозғалысы сынады,1905 ж – 17 қазан
1905 ж 17 қазандағы патша манифесін қазақтың ұлттык- демократиялық зиялы қауым өкілдері қалай қабылдады:,Манифестің негізгі ережелерін сынға алды 
"(Демократиялық республика жасасын», «Самодержавия жойылсын» деген ұрандармен демонстрация өтті, Перовскіде саяси демонстрация қазақ- орыс жұмысшыларының бірлесуімен өткізілді", 1905 ж 18-19 қазанда
 Жаркент гарнизонында әскери қарсылықтар болды, 1905 ж – 21 қараша
 Верныйда әскери қарсылықтар болды, 1905 ж – 6-7 қараша 
 Алаш қозғалысы құрылды, 1905 ж 
1905 ж желтоқсанда 12 күнге созылған 360 жұмысшы қатысқан ең ірі интернационалды бой көрсету ,Успен кеншіде болды
1905 ж Қазақстанда Қарқаралыдағы үкіметке қарсы ереуілді ұйымдастырды – ,М Дулатов 
 1905 ж қазанда қазақтар мен орыстардың интернационалдық сипат алған саясидемонстрациясы орын алды: , Перовск 
1905 ж Қарқаралыда өткен саяси жиынға белсене қатысқан: ,М Дулатов
1905 ж мамырда Қарқаралыда болған үкіметке қарсылық жиынына қатысқан — ,М Дулатов 
 1905 ж Семей облысы губернаторының Қарқаралыдан әскери күш шақыртуына себеп болған оқиға: , пошта-телеграф қызметкерлерінің ереуілі
1905 ж Успен кенішінде ереуілге шыққан қазақ-орыс жұмысшыларының қойғанталабы: ,Әлеуметтік
"1905 ж Успен кенішінде құрылған, ереуілге басшылық еткен алғашқы жұмысшы ұйымының атауы: ",«Орыс-қырғыз одағы»
1905 ж 17 қазан - патша мнифесінің (Мемл-к тәртіпті дұрыстау туралы») халықты алдау екенін – ,«Алаш» қозғалысысынады
Верныйда әскери қарсылықтар болды,1905 ж 6-7 қараша 
1905 ж желтоқсанында құрылған — ,«Орыс- қырғыз одағы» 
1905 ж қарашада Семей обл Губернаторы Галкиннің әскери күш шақыруына себеп болған оқиға – ,пошта-телеграф қызметкерлерінің ереуілі 
1905 жылдан бастап бой көрсеткен алаш қозғалысының қайта жанданған уақыты:,Ақпан революциясынан кейін
1905 жылы «Он екі мұқам»басылып шыққан қала: ,Қазан
"1905 жылы 12 күнге созылған, 360 жұмысшы қатысқан ереуіл—",Успен (Нілді) кенішінің ереуілі
1905 жылы 13-желтоқсанда жұмысшылар ереуілі өткен жер:,Павлодар
Семей қаласында өткен ереуіл Пошта-телеграф қызметкерлерінің ереуілі,1905 жылы 16-28 қарашада
1905 жылы 17 қазандағы патша манифесіне қазақтың ұлттық-демократиялық зиялы қауым өкілдерінің көзқарасы: ,Әшкереледі
1905 жылы 18-19 қазанда саяси шеру өткен қала: ,Орынбор
1905 жылы 21 карашада патша билігінің халыққа қарсы іс- әрекетіне қарсылық білдірген солдат гарнизоны орналасты? ,Жаркентге 
 1905 жылы 21 қарашада патша билігіне қарсылық білдірген әскери гарнизон: , Жаркент 
 1905 жылы 21 қарашада патша билігіне қарсылық білдірген әскери гарнизон орналасқан жер: , Жаркент
Батыс Сібір әкімшілігін қатты сескендірген оқиға Омбыда өткен саяси бой көтеру ,1905 жылы 25-қазанда
1905 жылы 6 желтоқсанда жұмысшылар ереуілі өткен жер: ,Өскемен
1905 жылы басылып шыққан Мусса бен Айса Сайрамидің еңбегі: ,«Он екі мұқам»
1905 жылы желтоқсанда интернационалдық сипат алған ереуіл қай жер өтгі? ,Успен кенішінде 
1905 жылы қазан айының 17-де жарияланған патша манифесі әшкереледі: ,Алаш қозғалысының өкілдері
1905 жылы қазанда интернационалдық сипат алған саяси демонстрация болды – ,Перовск қаласында 
1905 жылы қарашада Семей облысының губернаторы Галкиннің әскери күш шақыруына себеп болды –,почта-телеграф қызметкерінің ереуілі 
1905 жылы Қарқаралыда өткен халықтың бірлігін қуаттайтын саяси жиынға белсене қатысқан: ,М Дулатов
1905 жылы М Дулатұлы қазақтың зиялылары белсене қатысқан саяси шеру өткен қала:,Қарқаралы
 1905 жылы Семей облысы губернаторының Қарқаралыдан әскери күш шақыртуына себеп болған оқиға: , пошта-телеграф қызметкерлерінің ереуілі
1905 жылы Успен кенішінде құрылған алғашқы жұмысшы ұйымының атауы:,«Орыс-қырғыз одағы»
1905 жылы Успен кенішінде өткен ереуілге басшылық еткен ұйым: ,«Капиталға қарсы орыс-қырғыз одағы»
революцияның алғышарты: патша үкіметінің аграрлық саясаты,1905-1907 ж 
1905-1907 ж буржуазиялық – демократиялық революция қарсаңындағы 300-400 жұмысшы шоғырланған ірі кәсіпорын: ,Спасск мыс қорыту зауыты
1905-1907 ж ж Қазақстандағы революцияның негізгі алғышарттарын көрсетіңіз ,Патшаның отарлық-аграрлық саясатының күшеюі 
1905-1907 ж ж революциядан кейін алғаш рет Қазақстанның ұлттық-демократиялық мәдениет өкілдері — ,Ш Құдайбердиев пен А Байтұрсыновтың еңбектері басылды 
революцияның алғышарты: патша үкіметінің аграрлық саясаты,1905-1907 жж 
1905-1907 жж қазақ-орыс еңбекшілерінің интернационалдық бой көрсетуі болған жер?,Успен кеніші
1905-1907 жж -революция ірі өнеркәсіп орны,Успен кеніші 
1905-1907 жылдардағы буржуазиялық- демократиялық революция қарсаңындағы 300-400 жұмысшы шоғырланған ірі кәсіпорын: ,Спасск мыс қорыту зауыты
 1905-1907 жылдардағы қазақ-орыс еңбекшілерінің интернационалды бой көрсетуі болған жер: , Успен кеніші 
1905-1907 жылдардағы революция қарсаңында 300-400 жұмысшы шоғырланған ірі кәсіпорын:,Успен кеніші
1905-1907 жылдардағы революциялық қозғалысқа белсене қатысқан ақын: ,М Дулатұлы
1905-1907 жылдары Ресейде болған басты оқиға: ,Бірінші орыс буржуазиялық- демократиялық революциясы
1905-1907 орыс революциясы жылдары қазақ шаруалары отаршыл жер саясатына ашық қарсылық көрсеткен Семей облысындағы уезд: ,Қарқаралы
 1905-1910 жылдардағы қазақ ауылдарының саяси сауаттылығының дамуыңда маңызды роль атқарды: , баспа жұмысының басталуы 
" Қарқаралы уезінде (Семей облысы), Жаркент уезінде (Жетісу обл ) Әулиеата, Шымкент, Орал, Торғай обл -да шаруалар қарсылықтары болды", 1906 ж 
 Семейдегі шілде айында 500 жұмысшы қатысқан жаппай ереуіл, 1906 ж 
ішкі істер министрі Дурнов өлкедегі қарсылықтарды жаныштауға арнай тапсырма берді,1906 ж 10 қантар
1906 ж қазақ шаруаларының отаршыл жер саясатына ашық қарсылық көрсеткен Семей облысындағы уезд: ,Қарқаралы 
1906 ж қаңтардаөлкедегі қарсылықтарды басуға тапсырма берген министр кім?,Дурнов 
"Қарқаралы уезінде(Семей облысы), Жаркент уезінде(Жетісу обл ) Әулиеата, Шымкент, Орал, Торғай обл -да шаруалар қарсылықтары болды",1906 ж 
1906 ж Мемлекеттік Думада мұсылмандар мүддесін қорғаған: ,Қосшығұлов
"Семейдегі ереуілге қатысушылар— алғашында 300, кейіннен 500-ге жеткен",1906 ж 
Семейдегі шілде айында 500 жұмысшы қатысқан жаппай ереуіл,1906 ж 
1906 ж шілдеде жаппай сипат ереуіл болған қала: ,Семей 
1906 ж қараша мен 1910 ж Столыпин үкіметі қабылдаған аграрлық саясат неге бағытталды? ,Революцияны тұншықтыруға 
"1906 ж шілде айында болған, Қазақстандағы басты саяси оқиға ретінде саналған ереуіл еткен жер: ",Семей
1906 жылғы 3 шілдеде Семейде болған ереуілге қатысушылар саны: ,500
1906 жылғы басты саяси ереуіл болған қала— ,Семей
"1906 жылғы шілде айында болған, Қазақстандағы басты саяси оқиға ретінде саналған ереуіл өткен жер: ",Семей
ішкі істер министрі Дурнов Қазақстандағы шаруалар толқуларын басу үшін күш жұмсау туралы бұйрық берді ,1906 жылы 10 қаңтарда
1906 жылы 3 шілдеде Қазақстандағы басты саяси оқиға ретінде саналған ереуіл: ,Семейде 
1906 жылы Қазақ шаруалары отаршыл жер саясатына ашық қарсылық керсеткен Семей облысындағы уезд: ,Қарқаралы
"қазақ шаруалары отаршыл жер саясатына ашық қарсылық көрсеткен Сырдария облысындағы уездер Әулиеата, Шымкент",1906 жылы
1906 жылы Мемлекеттік думаға Семей облысынан сайланған: ,Нұрекенұлы
1906 жылы патша үкіметі қабылдаған оқу- ағарту ісі ережелерінің Қазақстанға әсері: ,Орыс-қазақ мектептерінің кеңеюіне жағдай жасады
1906 жылы шілдеде жаппай ереуіл өткен қала: ,Семей
аралығында қазақтардан 17 млн десятина жер тартып алынды ,1906-12 жж 
17 млн Десятина жер тартып алынды,1906-1907 ж 
патша үкіметі қазақтардан тартып алған жер көлемі 17 млн десятина,1906-1907 жылдарда
1907-12 жж Қазақстанға қоныстандырылған адам саны – ,2 млн 400 мың 
2 млн 400 мың адам Қазақ өлкесіне қоныстандырылды ,1907-1912 ж 
Қазақстанға—2 млн 400 мың адам қоныстандырылған ,1907-1912 ж ж 
1907-1912 жылдары Қазақстанға елдің еуропалық бөлігінен қоныстандырылған адамдардың саны:,2 млн 400 мың 
Абай Құнанбайұлының шығармалар жинағы ресми баспадан шықты,1909 ж 
Ахмет Байтұрсынұлы Қарқаралыда мұғалім болып жүргенде патша өкіметінің саясатына қарсылық білдіргені үшін Семей түрмесіне қамалды,1909 ж 
Абай Құнанбайұлының шығармалар жинағы ресми баспадан шықты,1909 ж 
Ахмет Байтұрсынұлы Қарқаралыда мұғалім болып жүргенде патша өкіметінің саясатына қарсылық білдіргені үшін Семей түрмесіне қамалды,1909 ж 
1909 ж Семей түрмесіндеотырды: ,А Байтұрсынов 
1909 жылы жарық көрген М Дулатұлының жыр жинағы: ,"«Оян, қазақ!»"
"1909 жылы Уфада, кейін 1911 жылы Орынборда жарық көрген М Дулатұлының жыр жинағы: ","«Оян, қазақ!»"
1909 жылы шығармалар жинағы баспадан шыққан белгілі ақын? ,А Құнанбаев 
Міржақып Дұлатұлының «Бақытсыз Жамал» романы шықты,1910 ж 
"1910 ж Қазан қаласында жарық көрген «Бақытсыз Жамал» романының авторы, 1905- 1907 жж қозғалыстарға қатысқан қазақ зиялысы –",М Дулатов 
Міржақып Дұлатұлының «Бақытсыз Жамал» романы шықты,1910 ж 
Столыпин реформасының мақсаты: революцияны тұншықтыру ,1910 ж 
1910 ж Столыпин реформасының сипаты: ,Аграрлық 
1910 жылғы Столыпин реформасының мақсаты: ,революцияны тұншықтыру
1910 жылғы Столыпин реформасының сипаты—,аграрлық
1910 жылы Қазан қаласыңда жарық керген «Бақытсыз Жамал»романының авторы:, М Дулатұлы
1910-1917 жж - А Байтұрсынов өмір сүрген қала: ,Орынбор 
А Байтұрсынұлы Орынборға жер аударылды,1910-1917 жж 
1911 ж «Айқап» журналының редакторы және идеялық дем берушісі: ,Мұхамеджан Сералин 
1911 ж мамырдажұмысшылары ереуілі орын алды: ,Атбасар мыс кендері 
Орынборда Байтұрсыновтың «Маса» атты жинағы шықты,1911 ж 
"1911 ж шыққан ""Түрік, қырғыз, қазақ һәм хандар шежіресі"" атты кітаптың авторы ",Ш Құдайбердиев
ереуілге шыққан «Атбасар мыс-кендері» өндірісі ,1911 ж мамыр айында
1911 жылы А Байтұрсыновтың Орынборда жарық көрген жинағы: ,«Маса» 
1911 жылы баспадан шыққан А Байтұрсыновтың шығармасы: ,«Маса»
 1911 жылы жарық көрген ПІ Құдайбердіұлының кітабы: ," «Түрік, қырғыз, қазақ һәм хандар шежіресі»"
"1911 жылы Орынбор қаласында жарық көрген ""Маса"" жинағының авторы – ",А Байтұрсынов 
"1911 жылы шыққан ""Түрік, қырғыз, қазақ һәм хандар шежіресі"" атты кітаптың авторы — ",Ш Құдайбердиев 
редакторы М Сералин «Айқап» журналы аграрлық-демократиялық бағытты білдірді,1911-1915 жж 
Верныйда мемлекеттік банк бөлімшелері ашылды,1912 ж 
Қазақстанда демократиялық қозғалыстардың қайтадан өрлеуі,1912 ж 
Лена қырғыны (М Жәнібекұлы 12 жыл мерзімге айдауға жіберді) ,1912 ж – сәуір
"Байқоңыр көмір өндірісінде, Семей су диірменінде, Торғай уезіндегі Шоқпарқұлов көмір шахтасында ереуілдер өтті ",1912 ж 2-6 қазан 
Верныйда мемлекеттік банк бөлімшелері ашылды,1912 ж 
Қазақстанда демократиялық қозғалыстардың қайтадан өрлеуі,1912 ж 
1912 ж қазан айында жалпы ресейлік саяси қозғалыстың құрамдас бөлігі болған – ,Байқоңыр көмір өндірісіндегі ереуіл 
Лена қырғыны(М Жәнібекұлы 12 жыл мерзімге айдауға жіберді) ,1912 ж – сәуір
Күләш (Гүлбаһрам) Байсейітова КСРО халық әртісі (қазақтардан алғашқы) ,1912-1957 ж 
Күләш (Гүлбаһрам) Байсейітова - КСРО халық әртісі,1912-1957 жж 
1912-1993 жж – Республика басшысы дарынды қайраткер – ,Д А Конаев жылдары
" Байтұрсынов «Қазақ» газетін шығаруды ұйымдастырып, редакторы болды ", 1913ж 
 М Дулатұлының «Азамат» өлеңдер жинағы шықты, 1913 ж 
М Жұмабаевтің «Шолпан» жыр жинағы жарыққа шықты,1913 ж 
 «Қазақ ұлтының өмір сүруінің өзі проблемаға айналды» деп Ахмет Байтұрсынов жазды ,1913 ж 
 А Байтұрсынов Қазақ ұлтының сүруінің өзі проблемаға айналды деп жазды , 1913 ж 
" Байтұрсынов «Қазақ» газетін шығаруды ұйымдастырып, редакторы болды ", 1913 ж 
 М Дулатұлының «Азамат» өлеңдер жинағы шықты, 1913 ж 
 М Жұмабаевтің «Шолпан» жыр жинағы жарыққа шықты, 1913 ж 
1913 ж салыстырғанда Қазақстаннан табиғи байлықты тасу – ,21 3 есе өсті 
1913 ж -«Қазақ ұлтының өмір сүруінің өзі проблемаға айналды» деп жазған – ,А Байтұрсынов 
1913 жылдан бастап Ахмет Байтұрсынов негізін қалаған басылым: ,Қазақ
1913 жылдан бастап басылып шыға бастаған апталық газет:, «Қазақ»
1913 жылдан бастап шыққан апталық газет:,«Қазақ» газеті 
1913 жылдың өзінде «Қазақ ұлтының өмір сүруінің өзі проблемаға айналды» деп жазған – ,А Байтұрсынов 
1913 жылмен салыстырғанда 1921 ж Қазақстанда көмір өндіру қаншаға қысқарды? ,5 есе 
1913 жылмен салыстырғанда 1921 жылы Қазақстанда мұнай өндіру қысқарды – ,4 есе 
 1913 жылы «Шолпан» атты алғашқы жыр жинағы жарық көрген белгілі ақын , М Жұмабаев
1913 жылы Орынборда жарық көрген М Дулатұлының өлеңдер жинағы ,Азамат
1913 жылы тұңғыш маркстік құпия ұйым құрылды: ,Орынборда
1913-14 жж - Еділ бойындағы аштық салдарынан 1914 ж қоныстанушылар саны – ,211 есеге өскен
 1913-1917 жылдарда «Қазақ» газетінің редакторы болған қайраткер , А Байтұрсынұлы 
 «Қазақ» газеті либералдық- демократиялық бағыттағы идеяларды білдірді , 1913-1918 жж 
 Бірінші дүниежүзілік соғыс басталды (38 мемлекет) , 1914 ж 
 «Жетісудағы орыс қоныстарындағы дәулетті топтарды қаруландыру туралы» құпия бұйрық шықты , 1914 ж – 9 қазан
 Б В Андриановтың қазба жұмысы (Андронов, 1914 ж 
 Бірінші дүниежүзілік соғыс басталды(38 мемлекет) , 1914 ж 
Омбыда 20000 әскери тұтқын болған,1914 ж тамыз 
 «Жетісудағы орыс қоныстарындағы дәулетті топтарды қруландыру туралы» құпия бұйрық шықты , 1914 ж 9 қазан 
 1914 жылғы тек Омбы қаласында шоғырланған тұтқындарының саны: , 20000
1914 жылы Қазақстанға қоныстанған әр тілдес халықтардың санының бірден 211 есеге көтерілуінің себебі: ,Ресейден қоныс аударған шаруалардың есебінен
1914 жылы Қазақстанға қоныстанған халықтар санының өсуі: ,211 есеге
1914 жылы қазақтардан жиналатын шаңырақ салығының мөлшері: ,600 мың сом
1914-18 жж Қазақстаның шикізат көзі ретіндегі рөлі осы оқиғаға байланысты күшейді: ,Бірінші дүниежүзілік соғыс
1914-18 жж Ресей үшін Қазақстанның шикізат көзі ретіндегі байланысы күшейді: ,І Дүниежүзілік соғысқа байланысты 
1914-1916 жылдары Түркістан өлкесінен майдан қажеттілігі үшін жиналып алынды: ,"Мақта, ет, жылқы, түйе"
1914-1918 жылдардағы Ресей үшін Қазақстанның шикізат көзі ретіндегі рөлі осы оқиғаға байланысты күшейді: ,Бірінші дүниежүзілік соғыс
 1914-1918 жылдардағы Ресей үшін Қазақстанның шикізат көзі ретіндегі рөлінің күшеюіне әсер еткен – , І дүниежүзілік соғыс 
" Дулатовтың «Оян қазақ», «Терме» әдеби публицистикалық туындылары шықты", 1915 ж 
" Зайсан, Павлодар, Өскемен, Семейде-7490, Ақмола облысында-8612 тұтқын болған", 1915 ж – ақпан
" Дулатовтың «Оян қазақ», «Терме» әдеби публичистикалық туындылары шықты ", 1915 ж 
 1915 ж жұмысшыларды өндіріс иелеріне байлап берген ереже: , Бұратаналарды мемлекеттік қорғаныс ісіне пайдалану жөнінде 
" Риддер кен орнында, қазанда әскери тұтқындар лагеріндегі ереуілдер болып өтті", 1915 ж – мамырда
"Екібастұз, Спасск мыс кеніштеріндегі, Орынбор-Ташкент темір жолындағы ереуілдер",1915 ж – маусым
" Екібастұз кеніштерінің, Спасск мыс руднигінің және Орынбор-Ташкент темір жолының жұмысшылары ереуіл жасады ", 1915 ж – маусымда
 1915 ж Риддерде болған көтерілісті ұйымдастырушылар: , Соғыс тұтқындары
"Риддер кен орнында, қазанда әскери тұтқындар лагеріндегі ереуілдер болып өтті",1915 ж мамырда 
"Екібастұз, Спасск мыс кеніштеріндегі, Орынбор-Ташкент темір жолындағы ереуілдер",1915 ж маусым 
1915 жылғы мамыр айында кеншілер ереуілі болды: ,Екібастұз көмір кенішінде
1915 жылы Автрия-Венгрия тұтқындарының ереуілі өткен жер: ,Риддер кен байыту орны 
Ермұхан Бекмаханов өмір сүрген жылдары,1915-1966 жж 
"Орынбор облсының Ақбұлақ мекенінде, Лепсі, Верный уездерінде солдатқа алынғандар әйелдердің бас көтерулері",1916 
Лепсі уезінде Масловтың жазалау отряды 220-ға жуық көтерілісшілерді оққа ұшырды,1916 ж – 10-12 қыркүйек 
1916 ж - жазалаушылардан Д Жайнақовты жасырып қалған орыс кедейі – ,П Аркадьев 
Жетісу генерал-губернатордың бұйрығы бойынша 12 тамызда есаул Бакуревич Шамсы асуы маңында жиналған үшін 300 адамды қырып тастады,1916 ж 
"1916 ж - Жетісу облысындағы азаттық қозғалысын ұйымдастырушы,кедей, мерген – ",Монай 
1916 ж - Жетісуда көтеріліс жасаған ауылдардың 237 мың халқын жазалаушылар қуып жіберген жер –,Қытай 
1916 ж - Жетісудан Қытайға ауып кетуге мәжбүр болған – ,238 мың (екі жүз отыз сегіз мың) 
қазақтардан 40 млн Га жер тартып алынды,1916 ж 
патша әкімшілігінің «Қырғыздарды көщіру туралы» шешім шықты ,1916 ж – қазан 
"генералдар Куропаткиннің, Фольбаумның қатысуымен патша әкімшілігі «қырғыздарды көшіру туралы» шешім қабылдады, соның натижесінде Пішпек, Пржевалськ, Жаркент уездерінде егіс егілетін шұрайлы жердің 2510360 ",1916 ж – қазанда
Жетісу көтерілісі талқандалды,1916 ж – қазанда
"Верныйда, Семейде толқулар болды",1916 ж – қаңтарда
Түркістан өлкесінде 200 мың әскери тұтқын тіркелген,1916 ж – наурыз
"Петропавл уезінде 4000 тұтқын, ал Ақмола облысында 14 мың тұтқын жұмысқа тартылды",1916 ж 
"шайқасқан Патша Армиясына Түркістаннан 40899244 пұт мақта, 38 мың шаршы аршын киіз, 3 млн пұттан астам мақта",1916 ж 
1916 ж «Қарабалықтағы оқиғалар» атты прокламацияда көтерілісті тоқтатпауға шақырған ,Ужгин
Лепсі уезінде Масловтың жазалау отряды 220-ға жуық көтерілісшілерді оққа ұшырды,1916 ж – 10-12 қыркүйек
" Қарқара аймағында 5 мың көтерілісші Қарқара жәрменкесін қоршап, Кравченконың жазалау отрядын талқандады ", 1916 ж – 11 тамыз
" Қостанай уезінің Қарабұлақ болысы Болыс өлтірілді, отбасылар бойынша жасалған тізімдер қолға түсіріліп, жойылып жіберілді, болыс кеңсесі өртелді", 1916 ж 12 шілде 
" 4 Мемлекеттік думада А Ф Каренский Түркістанға барған сапары туралы баяндады, ол патша әкімшілгін сынады ", 1916 ж 1-23 желтоқсан 
 Пішпектің маңында далада батып қалған автомобильдің төңірегінде жиналғаны үшін 138 қазақ қамауға алынды , 1916 ж 13 тамызда 
 Пішпектің маңында далада батып қалған автомобильдің төңірегінде жиналғаны үшін 138 қазақ қамауға алынды , 1916 ж – 13 тамызда
 Верный уезінің Құрам болысы Ашу-ыза қысқан бұқара болысы өлтірді, 1916 ж 16 шілде
Дала өлкесі Бурарабай алқабында пристав Иванюшкин өлтірілді,1916 ж 18 шілде
генерал Куропаткин Түркістан өлкесінің генерал-губернаторы болып тағайындалды,1916 ж 20 шілде 
1916 ж 20 шілдеде А Куропаткин генерал- губернаторы болып тағайындалған өлке: ,Түркістан
Амангелді басшылығымен 15 мың көтерілісші Торғай қаласын қоршады,1916 ж – 22 қазан
генерал-губернатор Куропаткиннің құпия бұйрығы шықты,1916 ж 23 тамыз
1916 ж 23 тамызда қазақ ақсүйектерін қара жұмысқа шақырудан босату туралы құпия бұйрыққа қол қойды – ,Куропаткин 
1916 ж 23 тамызда үстемтап өкілдерін жұмыстан босату туралы жарлық шығарған – ,Куропаткин 
патша үкіметінің «Түркістан мен Дала өлкесінен 19-43 жас аралығындағы 500 мың адамды қара жұмысқа алу туралы» жарлық шықты,1916 ж – 25 маусым
1916 ж 25 маусымдагы патша жарлығы бойынша Түркістаннан және Дала өлкесінен шақырылған адам саны: ,500 мың адам 
1916 ж 25 маусымдағы Жарлықты қанқұйлыдеп жариялаған алаш қозғалысының қайраткері: ,М Дулатов
1916 ж 25 маусымдағы патша жарлығына зиялы қауымның радикалдық бөлігінің ұстаған бағыты,көтерілісшілерге қосылды 
 1916 ж 25 маусымдағы патша жарлығына қазақтың демократиялық зиялы қайраткерлерінің ұстанған бағыты: , Ымыраға келу саясатын жүргізді 
Томск губерниясы Бийск уезі Қазақтар жаппай Моңғолияға көшіп кетуге әрекет жасады ,1916 ж – 27 шілде
Қостанай уезінің Домбар болысы Жігіттер полиция надзирателі Гладунга шабуыл жасады,1916 ж 28 шілде
" Орал уезінде, Болыс өлтірілді ", 1916 ж 8 шілде
 жазалаушылар Бекболатты Боралдай асуында дарға асты, 1916 ж – 9 қыркүйек
1916 ж Ә Жанбосынов хан болып сайланды – ,Торғай облысында 
1916 ж Верный уезінің Жайымтал болысының ханы болып сайланды: ,Б Әшекеев
 1916 ж жазалаушылардан Д Жайнақовты жасырып қалған орыс кедейі – , П Аркадьев 
Жетісу генерал-губернатордың бұйрығы бойынша 12 тамызда есаул Бакуревич Шамсы асуы маңында жиналған үшін 300 адамды қырып тастады,1916 ж 
"1916 ж Жетісу облысындағы азаттық қозғалысын ұйымдастырушы, кедей, мерген – ",Монай 
1916 ж Жетісуда көтеріліс жасаған ауылдардың 237 мың халқын жазалаушылар қуып жіберген жер – ,Қытай 
1916 ж Жетісудағы көтеріліс басшылары-,"Б Әшекеев(Верный), Т Бокин; Ж Мәмбетов пен Ұ Саурықов(Қарқар; Қосанов(Мерке)"
"1916 ж -Жетісудағы көтеріліске байланысты ""Егер әскерге баламызды жіберсек олардан айрыламыз, бермесек баламызды құтқарғанмен ақсақалдардан айрыламыз Өлеміз, бірақ әскерге бала бермейміз, берілмейміз"" деген кім ? ",Жаменке Мәмбетов 
1916 ж көтеріліс барысында Торғай облысы ханы – ,Ә Жанбосынов 
1916 ж көтеріліс кезінде Жетісу облысының губернаторы: ,Фольбаум 
1916 ж көтеріліс кезінде қазақтар: ,жарты млн кеміді 
1916 ж көтеріліс кезінде отарлауға дейінгі мемлекетгік басқару жүйесінің түрлері қалпына келтірілді – ,"елбегі-әкім, жасақшы-сот алқасы, қазынашы-қазына билеушісі, сардарбек- қолбасшы "
1916 ж көтеріліс кезінде Торғай уезінде көтерілісшілер өздерінің ханы етіп сайлады-,Ә Жанбосыновты
1916 ж көтеріліс кезінде Түркістан генерал- губернаторы –,Куропаткин
1916 ж көтеріліс кезіңдегі Түркістан өлкесінің генерал-губернаторы – ,А Куропаткин
1916 ж көтеріліс өзінің сипаты – ,ұлт-азатгық көтеріліс 
1916 ж көтеріліс тарихын жазды: ,"Ж Аймауытов (Қартқожа), М Ауезов(Қилы заман), С Сейфулин(Тар жол, тайғақ кешу), С Мұқанов(Ботагөз) "
1916 ж көтерілісті басу барысында царизм қолданған стратегия — ,"""өртенген жер"" "
1916 ж көтерілістің басталуына сылтау болған,бұратана халықты қара жұмысқа алу туралы жарлық 
 1916 ж көтерілістің Жетісудағы ошағы басшысы – , Т Бокин
 1916 ж көтерілістің негізгі ошақтары: ," Солтүстік-батыста - Торғай, Оңтүстік –шығыста Жетісуда болды "
1916 ж көтерілістің тарихы өте тамаша жазылган шығарма — ,"С Мұқанов ""Ботагөз"" "
1916 ж көтерілістің Торғайдағы басшысы – ,бас сардарбек А Иманов
1916 ж көтерілісшілер қатарында шайқасқан – ,Вербицкая
1916 ж көтерілісшілерге Ж Мәмбетов пен Ұ Саурықов басшылық жасаған жер: ,Қарқара аймағы
"1916 ж көтерілісшілерді қарумен, оқ-дәрімен жабдықтау мәселесімен айналысқан Әскери Кеңес құрылды – ",Торғай облысында 
"Қазақ өлкесінде, Орта Азияда, Сібір мен Кавказдың бір бөлігінде көтеріліс басталды ",1916 ж 
қазақтардан 40 млн Га жер тартып алынды,1916 ж 
патша әкімшілігінің «Қырғыздарды көщіру туралы» шешім шықты ,1916 ж – қазан 
1916 ж қазанда А Иманов бастаған 15 мың көтерілісші қоршауға алды – ,Торғай қаласын 
"генералдар Куропаткиннің, Фольбаумның қатысуымен патша әкімшілігі «қырғыздарды көшіру туралы» шешім қабылдады, соның натижесінде Пішпек, Пржевалськ, Жаркент уездерінде егіс егілетін шұрайлы жердің 2510360 ",1916 ж – қазанда
Жетісу көтерілісі талқандалды ,1916 ж – қазанда
"1916 ж қазандағы патша әкімшілігінің ""Қырғыздарды көшіру туралы"" шешімі бойынша, олар жер аударылды – ",Қытайға 
"Верныйда, Семейде толқулар болды",1916 ж – қаңтарда
1916 ж қаңтарында солдат әйелдерінің толқулары болды – ,Верный және СемейдЕ 
1916 ж Қарабалықтағы оқиғалар атты прокламацияда көтерілісті тоқтатпауға шақырған: ,Ужгин 
