question,answer
1970 жылда фототелеграфтық байла қамты респу облыс орталы саны ,10 
1970 жылы дүние жүзі тарих назар аудар жаңалы ,есік қорғанынан алтын киімді сақ жауынгерінің табылуы
1970 жылы жұмыс қамты барлы халық ішінде үлес салма азайған ,колхозшылар 
1970 жылы респу жоспар жаңа форма көшір кәсіп үлесі ,80 
1970 жылы туған 1100 толға шығыс аса ұлы ойшыл ғалым ," әбу насыр әл фараби "
1970 1980 ж ж ғылым мен білім қаржы жүргіз ," қалдықты принцип бойынша "
1970 1980 ж ж респу ұлтты саясат шекте неден көрін барлы аталған ,1970 80 ж ж республикада ұлттық саясаттың шектелуі неден көрінді берілген жауаптардың бәрі дұрыс 
1971 ж қазақ қазақ халқы үлес салма ,326 
назар темір қалал парти комит 2 ші хатшы ,1971 ж 
1971 ж респу тұрғы ішінде жергілікті ұлтты үлесі ,326 
1971 жылы жаста қой шаруа көмек шақыр аудан ,шұбартау
1971 жылы мекте бітір қой шаруа шақыр баста көтер аудан ,шұбартау
1971 1989 жж респу жұмыс мен қызмет орташа айлық табыс өскен пайыз ,89 
1971 1989 жылда арасы кеңшар жұмыс жалақ өсті ," 247 сомгя "
1971 80 ж ж респу ауыл шаруа күрдел қаржы жұмса ," 18 млрд сом "
респу жалпы бірде орта білім беруге көшуді соңғы кезең баста ," 1972 ж "
1972 жылы салын электр станция ," қапшағай"
назар қараған метал комбинат партком хатшы қараған облыс парти комит 2 ші хатшы ,1973 1977 жж 
1973 1977 жж н ә назар атқар қызмет ," қарағанды металлургия комбинатында партком хатшысы"
м әуезов атында академи драма театр ұжымы қан мен тер драма қойға үшін ксро мемлек сыйлы иелен ,1974 ж 
х қожахметов қазақ халқы ұлтты қайта түлету мақсат жас қазақ ұйымы құруд ойластыр ,1974 1977 жж 
1974 77 жж екпінді құрыл комсомол жолда жібер комсомол саны ,25 мың
1975 ж алматы шыққан аз и я кітаб автор кім ,о сүлейменов 
1975 ж қазақ қой саны ,346 млн 
1975 ж о сүлеймен азия кітаб талда ," игорь жасағы туралы жыр "
1975 ж соңын қарай шаруа қой мен ешкі саны ,346 млн
1975 жылы жарық көрген аз и я кітаб автор ,о сүлейменов
1975 жылы жарық көрген о сүлеймен аз и я кітаб талда шығар ," игорь жасағы туралы жыр "
ауыл шаруа қолайлы болған жыл ,1976 ж 
ғабит мүсірепов ұлпан повесі орыс тілін аудар ,1976 ж 
ауыл шаруа қолайлы болған жыл ,1976 ж 
1976 ж қазақ ленин сыйлы ие болды ,айтхожин генетика мен микробиология саласында
ксро конст қабыл ,1977 ж 7 қазан 
ксро конст жобасы бүкіл талқыла ұсыны ," 1977 ж мамыр "
қазақ кср конст жобасы бүкіл талқыла түсті ," 1978 ж 17 наурыз "
қазақ компа ок і жаңа конст жобасы мақұлдады ,1978 ж 18 сәуір 
19 мыңнан астам кітап болды 160 млн нан астам кітап жинақ ,1978 ж 
1978 ж респу кітап саны ,19 мыңнан астам
қазақ кср жаңа конст қабыл ," 1978 ж 20 сәуір "
1978 жылы елімізд кітап саны ,19 мың
1978 жылы қабыл қазақ кср конст жобасы талқыла уақыт аралы ,15 ай
1978 жылы респу бірің кітап қррында жинақ кітап саны ,160 млн 
1979 ж неміс автономия құрам енгіз болған облыс ,павлодар қарағанды көкшетау ақмола
ауған жерін кеңес әскер енгіз ,1979 ж 
жаста неміс автономия құруға наразылы шеруі болған қала целиноград ,1979 ж 16 маусымда 
ақмол жаста наразылы ,1979 ж 16 19 маусым
ксро мхк төраға ю андро ұсыны кокп ок і қазақ аумағ неміс автономия облыс құру туралы шешім қабыл ,1979 ж көктем
1979 ж респу тұрғы ішінде жергілікті ұлтты үлесі ,408 
1979 ж санақ бойын алматы жергілікті ұлт үлесі ,11 
1979 жылғы қазақ аумағ жаңада құрыл неміс автономия облыс орталы болуға тиіс қала ,ерейментау
1979 жылғы санақ бойын алматы жергілікті ұлт өкілд үлесі ,11 
1979 жылғы санақ бойын респу тұрғы арасы жергілікті ұлт өкілд үлесі ,36 
1979 жылғы целиноград оқиға себеб неде ,неміс автономиясын құруға қарсылық 
1979 жылы болаша неміс автономия орталы болады деп жоспар қала ,ерейментау
1979 жылы болған целиноград оқиға мәні ,неміс автономиялық облысын құруға қарсылық
1979 жылы желто оқиға ,ауғанстанға кеңес әскерін енгізу 
целиноград қаласы неміс автономия құруға қарсы жаста митинг ,1979 жылы маусым айында болды 
1979 жылы неміс автономия құруға қарсы жаста қозға болған қала ,целиноград 
1980 ж ортасы жоғар оқу орны қанша жетті ,55 ке
1979 жылы ұлтар қатын келеңс құбыл орын алған бір көрін ,неміс автономиялық облысын құру туралы шешімнің қабылдануы 
1979 жылы халық толқу өткен қала ,целиноград
1979 жылы целиноград қаласы неміс автономия құруға қарсы шеруі өткен уақыт ,1979 ж 16 маусым
1979 жылы целиноград қаласы оқиға себеб ," неміс автономиясын құруға қарсылық "
назар қазақ компа орталы комит хатшы ," 1979 1984 жж "
1979 1989 ж ж ауған соғыс қазақ жауынгер қайты болды ," 780 "
1980 ж ортасы артта қалушылық айқын көрін берді ," медицина білім беру әлеуметтік салаларда "
1980 ж ортасы орта оқу орны саны ,246 
1980 жж ортасы респу жоғар оқу орынд саны ,55
1980 жылда аяғы мен 1990 жылда басын қазақ экономи өзгер ," нарықтық қатынастар мен меншіктің көптүрлілігінде негіздеп қайта құру "
1980 жылда ортасы қарай қазақ жергілікті халық үлесі басым болған облыс ," қызылорда атырау"
1980 жылда ортасы респу жоғар оқу орынд саны ,55
1980 жылда ортасы респу орта арнау оқу орынд саны ,246
1980 жылда соңын қарай қазак сыртқ шыгар өнімі шнкізаттар мен жарты дайын өнімд үлесі ,97 
1980 жылда соңын қарай қазақ сыртқ шығар өнімі шикізат мен жарты дайын өнімд үлесі ,97 
1980 жылда соңын қарай экономи даму бағыт нарықтық қатын негіз қайта құру үшін қазақ үкіме қабыл заң ," қазақ кср індегі еркін экономикалық аймақ туралы "
1980 жылда соңын қарай экономи даму бағыт нарықтық қатын негіз қайта құру үшін қазақ үкіме қабыл заң ," казақ кср індегі шетел инвестициялар туралы "
1980 жылда соңын қарай экономи даму бағыт нарықтық қатын негіз қайта құру үшін қазақ құрыл банк ,сыртқы экономикалық банк 
респу экспорт 97 проце шикізат матери жарты дайын өнімд болды ," 1980 жылдардың соңында"
1980 жылда ксро да енгіз ғылым техник жаңалы казақ тиген үлесі ," 3 процент "
1980 жылда құрыл балқа және арал проблема жөнінде комит қазақ қоғам қайраткер басқа ," м шаханов "
1980 жылда транс зауыт салын қала ,кентау
1980 90 жылда қазақ сыртқ экономи байла басым бағыт болған ерікті экономи аймақ ,жайрем атасу алакөл 
кокп ок нің пленум ,1982 ж мамыр 
парти мен үкіме басшы ю в андро келді ,1982 1984 жж 
андро қайты болып орнын к у черненко сайла 1984 1985 ,1984 ж 
1984 ж қазақ өндір көмір ,1255 млн т 
назар қазақ кср минист кеңес төраға ,1984 ж 
баста мекте реформа мәні муғалімнің бедел көтер 6 жаста баста оқыту жаңа пәндер енгіз ,1984 ж 
1984 ж қазақ шығар көмір жылды өнімі 1255 млн тонна одақ бойын өндір көлем пайыз берді ,176 
1984 ж қазақ шығар көмір 1970 жылмен салыс ," екі еседен астам "
назар қазақ кср минист кеңес төраға ,1984 ж 
1984 ж шығар көмір көлем 1970 жылмен салыс ,2 еседен астам артты 
1984 жылғы кезект мекте реформа бойын қарас шара ," 6 жастан бастап оқыту"
1984 жылғы кезект мекте реформа бойын қарас шара ,алты жастан бастап оқыту
1984 жылы темір кенін өндір жылды өнімі ,24 млн тонна
246 орта арнау оқу орнын 2726 мың адам оқыды ,1985 ж 
40377 ғылым қызмет болып оның 864 і ғылым доктор 650 і академи прфессорлар ,1985 ж 
55 жоғар оқу орнын 2733 мың студент оқыды ,1985 ж 
ащысай полиметалл комбинат жұмыс мен ғалым тобы прогрес технология проце өндір енгіз үшін ленин сыйлы иегер аттан ,1985 ж 
к у черненко қайты болды ,1985 ж наурыз
респу әскер өнерк кешен 43 ірі кәсіп орнал ,1985 ж 
пленум әлеумет экономи дамыт жедел бағыт ," 1985 ж сәуір "
1985 ж 1 сом 60 ж ортасы неше тиынға тең болды ," 54 тиын "
1985 ж кейін қазақ экономи байла баста ,оңтүстік кореямен 
1985 ж өнерк таза өнімд жалақ үлесі і құраған пайыз ,36 
1985 жылғы 1 сом 1960 ж ортасы қанша тиынға тең болды ,54 тиынға
бас хатшы қызмет м с горбачев сайла ," 1985 1991 жж "
1985 1991 жж ксро да жүргіз мемлек іс шаралар жүйес атауы ,қайта құру 
жалпы білім беретін орта мекте жұмыс одан әрі жақсар шаралар туралы қаулы шықты ,1986 ж 10 қараша 
қазақ компа орталы комит 5 пленум ұйымд мәселе қарал ,1986 ж 16 желтоқсан 
1986 ж 16 желто қазақ кп орталы комит пленум респу парти ұйымы басшы етіп сайла ," г колбин "
алматы жаппай толқу баста ," 1986 ж 17 желтоқсан "
8728 мекте 3 млн 348 мың оқушы оқыды ,1986 ж 
қазақ компа 16 съезі әлеумет экономи дағдарыс себеп терең талда жасама жекеле кемшілік сынау шекте ,1986 ж ақпан наурыз 
1986 ж алматы болған желто оқиға 1987 ж кокп ок ның шілде пленум беріл баға ,қазақ ұлтшылдығының көрінісі 
1986 ж желто алматы болған бейбіт шеруі жаппай тәрті айнал ықпал етті ,республика басшысының саяси әлсіздігінен қиын жағдайдан шығып кете алмауы 
1986 ж желто қазақ жаста бой көтер ,бейбіт және саяси сипатта болды 
1986 ж желто 16 күні қазақ кп орталы комит пленум қарал мәселе ,республика басшысын ауыстыру
1986 ж қазақ компа желто пленум ,республика басшылары ауысты 
1986 ж қазақ компа желто пленум қандай мәселе қарал ,республика басшылары ауысты 
1986 жылғы 17 18 желто оқиға қатыс үшін жауап тарты азамат ақтау жөнінде жарлы шықты ,1991 жылы желтоқсанда 
1986 жылғы желто оқиға үшін айыпт желто парти құрды ,1990 жылы 
1986 жылғы желто оқиға қатыс үғым ," қазақ ұлтшылдығы "
1986 жылғы желто оқиға қатыс сотта жаста саны ,99
1986 жылғы желто оқиға қатыс сотта жаста саны ,99
1986 жылы желто оқиға тексер комисс төраға ,м шаханов
1986 жылы желто 16 күні қазақ кп орталы комит пленум респу парти ұйымы басшы етіп сайла ,г колбинді 
қазақ үкіме басшы г в колбин тағайында ,1986 1989 жж 
1986 1990 ж ж арасы қазақ қытай сауда қатын нәтиже тауар айнал өсті ,5 есе
қазақ ең куатт қоғам ұйым семей невада қозға ,1986 1991 ж ж 
1986 90 ж ж арасы қазақ қандай елмен сауда қатын нәтиже тауар айнал 5 есе өсті ,қытай
баста респу халық шарушылы құлды терең берді ," 1987 ж "
кокп ок нің пленум мәскеу қалал парти комит 1 ші хатшы б н ельцин қайта құру барыс реформа баяулығына наразылы білді ," 1987 ж қазан "
кокп ок пленум қайта құру және парти кадр саясат туралы мәселе талқыла ,1987 ж қаңтар 
кокп орталы комит қазақ респу парти ұйымд еңбек интер және патри тарибие беру туралы қаулы қабыл ,1987 ж шілде
ауыл шаруа 51885 щаруашылық объекті құрыл ,1987 жылдың басы
кеңес әскер ауған шығар баста ,1988 ж 
қазақ компа ок нің қаулы 30 40 жылда және 50 жылда бас кезін сотта жазаға ұшыра қазақ даңқты ұлдары есімі халқы қайта ,1988 ж 
1988 ж қазақ компа орталы комит қаулы ақтал көрнект ақын философ ,ш құдайбердиев жазушы әрі ғалым ж аймауытов атақты ақын белгілі саясатшы педагог м жұмабаев тіл әдебиет ғылым журналистика салаларында мол мура қалдырған а байтұрсынов 
1988 ж қазақ сырттан әкелі өнімнің бағасы ,138 млрд сом
кокп ның 19 бүкіл конфе қоғам әлеумет экономи жүйес талда жасал ,1988 ж маусым
респу сыртқ 67 млрд сом өнімі шығар ,1988 ж 
сырттан 138 млрд сомның тауар әкелі ,1988 ж 
1988 ж қаз кп ок қаулы ақтал жазушы әрі ғалым ,ж аймауытов 
1988 ж қаз кп ок қаулы ақтал көрнект ақын философ ,ш құдайбердиев 
1988 ж қазақ компа орталы комит қаулы ақтал ақын философ ,ш құдайбердіұлы
кокп ның 19 бүкіл конфе қоғам әлеумет экономи жүйес талда жасал ,1988 ж маусым
1988 ж респу сыртқ шығар өнімнің бағасы ,67 млрд сом
1988 жылда баста ксро да жаңа одақт шарт жасау туралы мәселе қоя баста ," балтық бойындағы ұлттық демократиялық қозғалыстары"
1988 жылы қазақ компа орталы комит қаулы ақтал атақт ақын белгі саясат педагог ," м жұмабаев "
1988 жылы қазақ компа орталы комит қаулы ақтал көрнект ақын философ ," ш құдайбердиев"
1988 жылы қазақ компа орталы комит қаулы ақтал жазушы әрі ғалым ,ж аймауытов
1988 жылы қазақ компа орталы комит қаулы ақтал тіл әдеби ғылым журнал салал мол мұра қалды ,а байтұрсынов
1988 жылы қазақ кп орталы комит қаулы ақтал жазушы педагог ,м дулатұлы
1988 жылы қазақ кп орталы комит қаулы ақтал есімдері халқы қайта қайраткер ,ж аймауытов м дулатұлы
1988 жылы қазақ кп орталы комит қаулы ақтал есімдері халқы қайта қайраткер ,ш құдайбердіұлы а байтұрсынов
1988 жылы қазақ сырттан әкелі өнімнің бағасы ,138 млрд сом 
1988 жылы респу сыртқ шығар өнімнің бағасы ,67 млрд сом
18 жарыл жасау жария 11 і тоқта ,1989 ж 
ксро да известия кпсс журнал 33 жылда кейін хрущев баянд жария ,1989 ж 
назар қазақ компа орталы комит 1 ші хатшы ,1989 ж 
18 жарыл жасау жария 11 і тоқта ,1989 ж 
қазақ кср дегі тілде туралы заң қабыл ,1989 ж 22 қыркүйек
қарау ауылд семей облыс жанын невада семей қозға ұйымд митинг өткіз ," 1989 ж 6 тамыз "
невада семей қозға ,1989 ж ақпан 
ауғастаннан кеңес әскер әкету аяқта ,1989 ж ақпан 
ксро да известия кпсс журнал 33 жылда кейін хрущев баяяндамасы жария ,1989 ж 
1989 ж күзін өткен қазақ жоғар және жергілікті кеңес сайла ерекше ,балама кандидаттар дауысқа түсті
1989 ж күзін өткен қазақ жоғар және жергілікті кеңес сайла ерекше ,баламалы кандидаттар дауысқа түсті
1989 ж қараған кенші ереуіл тыныш үшін кім келді ," н ә назарбаев "
ксро халық депутат 1 съезі дарынды ақын м шаханов желто оқиға баға беру жөнінде комисс құрды ," 1989 ж мамыр маусым "
1989 ж маусы өткен ксро халық депутат і съезі қарал мәселе ," тоталитарлық империяның орнына демократиялық азаматтық және құқықтық қоғам орнату экономика саласында нарыктық катынастарға көшу жеке меншікті енгізу "
назар қазақ компа орталы комит 1 ші хатшы ,1989 ж 
1989 ж шілде айында қараған шахтер саяси талап ,одақтық министрліктердің монополиясын жою
1989 ж шілде айында қараған шахтер саяси талап ,семей полигонын жабу
қрағандағы 10 15 мыңда адам қатыс кенші ереуіл экономи және саяси талап көтер ,1989 ж шілде
1989 ж шілде қрағандағы 10 15 мыңда адам қатыс кенші ереуіл ,экономикалық және саяси талаптар көтерді
қазақ кср дегі тілде туралы заң қабыл ,1989 ж 22 қыркүйек 
1989 ж халық санағ бойын қазақ тұратын респу тұрғы саны ,16 млн 1992 мың адам
1989 ж шілде жұмыс бас көтер өткен қала ,қарағанды
1989 жылғы жаңа өзен окиға себеб неде ,әлеуметтік мәселелердің шешілмеуі 
1989 жылғы респу тұрғы саны ,16 млн 1992 мың адам
1989 жылғы халық санағ бойын қазақ тұратын респу тұрғы саны ," 16 млн 1992 мың адам "
1989 жылды 28 ақпан бой көтер антиядролық экология қозға ," невада семей "
1989 жылды маусы қазақ кп орталы комит бірін хатшы болып сайла ,н назарбаев
1989 жылды маусы халық бұқар ірі бас көтер өткен қала ,жаңаөзен
1989 жылды шілде жұмыс баскөтеруі өткен қала ,қарағанды 
1989 жылды шілде қараған кенші ереуіл тыныш үшін шұыл ұшып келген қазақ басшы ,н назарбаев
1989 жылы 22 қыркүйе қабыл заң ,қазақ кср індегі тілдер туралы заңы
1989 жылы 28 ақпан алматы құрыл антиядролық экология қозға ," невада семей "
1989 жылы әлеумет проблема шешіл наразылы ереуіл өтті ,жаңаөзенде қарагандыда 
1989 жылы қараған кенші ереуіл тыныш үшін келді ,н ә назарбаев 
1989 жылы қыркүйе қазақ кср інде қабыл заң ," тілдер туралы заңы "
1989 жылы маусы қазақ кп ок і ші хатшы келген ,н назарбаев 
1989 жылы шілде жұмыс бас көтер өткен қала ," қарағанды"
1989 жылы шілде ресей кузбасс украин донбасс кенші ереуіл жалға болған ," қарағанды кеншілер ереуілі "
1989 жылы шілде ресей кузбасс донбасс кенші ереуіл жалға болған кенші ереуіл ," қарағанды "
қазақ мен қытай келіс нәтиже темір жол арқылы өзара байла іске асты ,1990 ж 
қазақ студент алғаш рет қытай жібер ,1990 ж 
1990 ж желто парти құрды ,1986 жылы желтоқсан оқиғасына қатысқандар 
қазақ кср жоғар кеңес төралқасы қаулы бейбіт және сан жағын аз наразылы демонстрация жаппай тәрті ұласып кетуін себеб көрсе ,1990 ж 24 қыркүйек
назар қазақ кср нің тұңғыш президе ,1990 ж 24 сәуір 
1990 ж алғаш рет қазақ студент оқуларын жалға шет ел ,қытай 
1990 ж басын қазақ жерін қанша саяси қозға болды ,100 ден аса 
1990 ж караша басын қазақ қалып саяси қоғам қозға саны ,100 
қазақ мен қытай келіс нәтиже темір жол арқылы өзара байла іске асты ,1990 ж 
1990 ж қазақ 100 астам қоғам қозға респу алматы құрыл ," 40 жуық "
қазақ студент алғаш рет қытай жібер ,1990 ж 
алғаш рет аль барака банк қазақ банкі сауд араби бірлес құрыл ,1990 ж қараша
1990 ж қараша басын қазақ болған саяси қоғам ұйымд саны ,100 ден астам 
алматы дүние жүзін сайла ядролық қаруға қарсы атты халық конгрес өткіз ,1990 ж мамыр 
1990 ж сәуір енгіз билік лауазым ,қаз кср президенті
1990 ж сәуір жоғар кеңес мәжіліс қазақ кср інің президе болып ,н назарбаев 
қазақ кср нің тұңғыш президе сайла ,1990 ж сәуірде
1990 ж шілде құрыл азат қозға алдын қойға мақсат ,мемлекеттік егемендікті алу үшін күрес 
қазақ тілін 482 бала бақша 155 мекте 4 училище ашылды ,1990 ж 6 айы арасында
1990 ж соң таман қазақ саясат қоғам бірлес саны ," жүзден астам "
1990 жылда басын н назар ксро ның келеше байла ұстан ," тәуелсіз мемлекетгер одағын құру "
1990 жылда алматы ресторан ашқан ," оңтүстік корея кәсіпшілері"
1990 жылда қазақ ғарыш айлағын пайда экономи қарым қатын туралы келіс жасағ мемлек ," ресей "
1990 жылда қазақ шетел капита әкелу үшін сыртган тарты инвест пайда салығы босат ," 5 жылға дейін"
1990 жылда қазақ шетел капита әкелу үшін сырттан тарты инвест 5 жылға дейін босат ,пайда салығынан
1990 жылда қазақ құрыл неміс ұйымы ," видергебурда "
1990 жылда қазақ неміс құрға қаражат мол мүше саны көп ұйымы ," видергебурд "
1990 жылда қазақ сыртқ шығар өнімі негіз ,шикізат және жартылай дайын өнім 
1990 жылда нарықтық құрыл қалып саясат негіз көңіл аудар ,кіші бизнестің дамуына 
1990 жылда сыртқ шығар өнімнің негіз ,шикізат пен жартылай дайын өнім
1990 жылды жазында құрыл азамат қозға ," азат "
1990 жылды қазан айында қазақ өзінің ," егемендік туралы декларациясын қабылдады "
1990 жылды қараша құрыл қазақ сауд араби бірік банкі ," әл баракабанк қазақстан "
1990 жылды маусы 1991 жылды маусы дейін бір жылды ішінде ашылған респу бойын қазақ тілін тәлім беретін балба саны ,482
1990 жылды маусы 1991 жылды маусы дейін бір жылды ішінде ашылған респу бойын қазақ тілін тәлім беретін мекте саны ,155 
1990 жылды соңын қарай кокп қатар қазақ коммун саны ,800 мыңдай
1990 жылды соңын таман қазақ саясат қоғам бірлес саны ,жүзден астам
қазақ мемлек егемен туралы декларация қабыл ,1990 жылы 25 қазанда болған оқиға 
1990 жылы 25 қазан жоғар кеңес қабыл құжат ," қазақстанның мемлекеттік егемендігі туралы декларациясы "
1990 жылы 25 қазан қабыл ," қазақстанның мемлекеттік егемендігі туралы декларациясы "
1990 жылы кеңес жүйеге ауыр соққы болып тиген оқиға ,ресей федерациясының өз тәуелсіздігін жариялауы 
1990 жылы қазақ байла орнат оңтүс корея респу корпорациясы ," самсунг "
1990 жылы қазақ мен қытай арасы ашылған автобус қатын ,жаркент инин 
1990 жылы қазақ мен қытай арасы ашылған әуе қатын ,алматы үрімші
1990 жылы қараша құрыл тұңғыш әл барака банк қазақ банкі құруға қатыс ел ,сауд арабиясы 
1990 жылы қараша басын қазақ қалып саяси қоғам қозға саны ,100
1990 жылы нұрсұлтан назар президе қызмет сайла ,жоғары кеңесте
1990 жылы сәуір енгіз билік лауазым ,қазақ кср нің президенті
1990 жылы сәуір жоғар кеңес мәжіліс қазақ кср інің президе сайла ,н назарбаев
1990 ж шілде дүние келген азат қозға басты мақсат ,қазақстанның мемлекеттік егемендігін алу
жекешелендір проце баста ,1991 ж 
респу 24 ел қатыс 35 бірік кәсіп 16 сыртқ экономи ассоциялар халық коммерциялық банк істеді ,1991 ж 
респу 553 кәсіп мен ұйым жылды шығымен аяқта 11процент ,1991 ж 
респу мәден орынд 5 тілде 48 театр 26 конце ұйым 9мың астам клуб ұйлері 10 мың жуық кітап ,991 ж 
қазақ тәуел 18 ел таныды ,1991 ж соңында
сырқы сауда 15 есеге өсті ,1991 ж 
экономи дағдарыс терең еңбек өнімд 87 төмен ,1991 ж 
бүкіл сайла қорыт назар қазақ президе болып сайла вице президе е м асанбаев ,1991 ж 1 желтоқсан 
1991 ж 1 желто н назар жақта дауыс берген үлесі ,9878 
респу өмірі қазақ президе бүкіл сайла болды ,1991 ж 1 желтоқсанда
қазақ кср нің атауы қазақ респу деп өзгер ,1991 ж 10 желтоқсан 
презденттің таққа отыру рәсім болып ант берді ,1991 ж 10 желтоқсан 
ашхабад келіс ,1991 ж 13 желтоқсан 
респу жоғар кеңес жетінші сессия қазақ респу мемелкеттік тәуел туралы заң қабыл ,1991 ж 16 желтоқсан
респу тәуел алған күн ,1991 ж 16 желтоқсан 
қазақ респу мемлек тәуел туралы заң қабыл ,1991 ж 16 желтоқсанда 
1991 ж 16 желто қандай оқиға болды ,қазақстан республикасының мемлекеттік тәуелсіздігі туралы заң қабылданды 
ксро президе м с горбачев денсаулы нашарла байла президе өкілет ксро ның вице президе г и янаевтің қолын көшетіндігі туралы мәлім жария ," 1991 ж 19 тамыз "
1991 ж 2 қазан алғаш қазақ ғарыш ," тоқтар оңғарбайұлы әубәкіровғарышқа ұшты"
алғаш қазақ ғарыш тоқта оңғарбайұлы әубәкіров ғарыш ұшты ," 1991 ж 2 қазан"
1991 ж 21 желто алматы келіс 11 ел 1991 ж 21 желто алматы 11 мемлек басшы тәуел мемлек доста құру туралы қандай құжат қол қойды ," хаттамаға "
1991 ж 21 желто тмд ны құру туралы хатта ксро ның 11 респу басқа қол қойға респу ,грузия 
горбачев ресей үкіме жібер ұшақпен мәскеу қайты оралып ел басшы қолын алды ,1991 ж 21 тамыз 
қазақ президе назар кокп ок нің бюро мүшел қатар шықты ,1991 ж 23 тамыз 
ақш қазақ респу тәуел таныды ,1991 ж 25 желтоқсан
горбачев ксро президе қызмет босат ,1991 ж 25 желтоқсан 
ксро ның өмір сүруін тоқта туралы декларация жария ," 1991 ж 26 желтоқсан "
президе семей полигон жабу туралы жарлы қол қойды ," 1991 ж 28 тамыз"
қазақ халық конгрес парти құрыл ,1991 ж 5 қазан 
қазақ социал парти құрыл ,1991 ж 7 қыркүйек
қазақ компа тарат қазақ социал парти құрыл ,1991 ж 7 қыркүйек 
қазақ социал парти құрыл ,1991 ж 7 қыркүйек
1991 ж 7 қыркүйе болған қазақ компа төтенше сьезі қабыл шешім ,қазақстан компартиясын тарату 
минск белов келіс ,1991 ж 8 желтоқсан 
1991 ж 8 желто үш спавян мемлек басшы өзара келіс жойған жария шарт ,ксро ны құру туралы 
1991 ж басын қазақ ауылд жерле халық тұрды ,42 проценттен артығы 
1991 ж бірін жарты қазақ 24 ел қатыс бірік кәсіп тіркел ,35
жекешелендір проце баста ,1991 ж 
1986 жылғы 17 18 желт оқиға қатыс үшін жауап тарты азамат ақтау жөнінде н ә назар жарлы ,1991 ж желтоқсан 
1991 ж желто н а назар қандай жолмен президе келді ,бүкілхалықтық сайлаумен 
1991 ж желто тмд ны құру туралы шешім қабыл ,минск қаласында 
1991 ж желто алматы кезде басшы ядролық қаруға байла бірік шаралар туралы келіс қол қойға мемлек ,қазақстан ресей украина беларусь
1991 ж желто алматы кезде басшы ядролық қаруға байла бірік шаралар туралы келіс қол қойға мемлек ,қазақстан ресей украина беларусь
қазақ коммун парти құрыл ,1991 ж күзі
1991 ж қазақ лксм нің кезект тыс хуііі съезі өтті онда жаста ұйымы қалай ататын болды ,қазақстан жастар одағы 
1991 ж қазақ қазақ лксм нің кезект тыс xvііі съезі өтті онда жаста ұйымы аталды ,қазақстан жастар одағы 
қазақ өрікпіген саяси ахуал жел берген диссидент жазушы солженицын мақал біз ресей қалай көрке ,1991 ж 
қазақ ленин комсомол кезект тыс 18 съезі өткіз жаста одағы қайта құрыл ,1991 ж қазан 
1991 ж қазан құрыл қазақ халық конгрес парти төраға болып сайла ,о сүлейменов пен м шаханов 
қазақ демократ прогрес парти құрыл ," 1991 ж қараша "
қазақ жеткі бұйым көлем 273 млн сомнан асты ," 1991 ж қараша"
қазақ компа атауы өзгер ол социал парти ,1991 ж қыркүйегінен бастап
1991 ж қыркүйе баста қазақ компа атауы өзгер ол ,социалистік партия болды 
азамат қозға азат негіз қазақ респу парти құрыл ,1991 ж қыркүйек 
1991 ж қыркүйе болған орал оқиға кезін нағыз әлеумет батыл саяси үлгісі көрсе ,азат қозғалысы 
1991 ж ресей тамыз төңкеріс кезін қазақ басшы позициясы ," тжмк тің әрекетін айыптады тжмк төтенше жағдайлар жөніндегі мемлекеттік комитет "
респу 24 ел қатыс 35 бірік кәсіп 16 сыртқ экономи ассоциялар халық коммерциялық банк істеді ," 1991 ж "
респу 553 кәсіп мен ұйым жылды шығымен аяқта 11процент ,1991 ж 
респу мәден орынд 5 тілде 48 театр 26 конце ұйым 9мың астам клуб ұйлері 10 мың жуық кітап ,1991 ж 
қазақ тәуел 18 ел таныды ,1991 ж соңында
сырқы сауда 15 есеге өсті ,1991 ж 
1991 ж і жарты қазақ қанша бірік кэсіпорындар тіркел ,35 кәсіпорын 
экономи дағдарыс терең еңбек өнімд 87 төмен ,1991 ж 
орта азия респу мен қазақ басшы кезде ашхабад ,1991 ж 13 желтоқсанында
алматы келіс 11 ел тмд құрыл ,1991 ж 21 желтоқсан
ақш қазақ респу тәуел таныды ,1991 ж 25 желтоқсан 
президе семей полигон жабу туралы жарлы қол қойды ,1991 ж 28 тамыз 
1991 ж жекешелендір і ші кезең ,93 жылдың соңына дейін
1991 ж желто 13 күні орта азия респу мен қазақ басшы бас қосқан қала ,ашхабад
орта азия респу мен қазақ басшы ашхабад кезде болды ,1991 жыл 13 желтоқсан
қазақ респу мемлек тәуел жария ,1991 жыл 16 желтоқсан
тәуел мемлек доста құру үрдіс аяқта ,1991 жыл 21 желтоқсан
1991 жыл 21 желто ,тмд құру үрдісі аяқталды
тәуел мемлек доста құру үрдіс аяқта ,1991 жыл 21 желтоқсанда 
минск славян басшы кезде тәуел мемлек одағы құру туралы шешім қабыл ," 1991 жыл 8 желтоқсан"
минск славян басшы кезде тәуел мемлек одағы құру туралы шешім қабыл ," 1991 жыл 8 желтоқсанда "
1991 жылғы алматы тмд елдер кезде немен аяқта ,келісушілік 
1991 жылғы желто қр президе н ә назар жарлы бойын 17 желто ,демократиялық жаңару күні 
1991 жылғы желто алматы қаласы бас қосқан тәуел елдер басшы келіс немен аяқта ,ксро ның өмір сүруін тоқтатумен 
